Receptor	Ligand	DSAS_Score_pK	buried%	ligand_sasa	protein_sasa	complex_sasa
5w44_protein	5w44_ligand	255.087341	44.731559	570.262573	10431.734375	10491.822266
5wa5_protein	5wa5_ligand	325.430664	40.359289	806.333984	8177.892578	8333.365234
5w1e_protein	5w1e_ligand	190.125015	75.954460	250.314484	24898.779297	24768.843750
5wa8_protein	5wa8_ligand	380.994812	66.713595	571.090210	10892.629883	10701.730469
5wa9_protein	5wa9_ligand	375.640594	66.252949	566.979431	10932.835938	10748.534180
5vr8_protein	5vr8_ligand	476.179199	73.835287	644.920898	43672.613281	43365.175781
5wal_protein	5wal_ligand	330.715439	66.937153	494.068573	16073.302734	15905.940430
5w2s_protein	5w2s_ligand	312.373276	71.399212	437.502411	32506.070312	32318.826172
5we9_protein	5we9_ligand	225.171234	40.637558	554.096375	10428.926758	10532.680664
5wij_protein	5wij_ligand	339.990784	53.193109	639.163208	15919.775391	15878.957031
5win_protein	5win_ligand	308.940750	61.359156	503.495758	16114.272461	15999.886719
5vsj_protein	5vsj_ligand	412.083282	77.848161	529.342346	63125.281250	62830.457031
5wbm_protein	5wbm_ligand	295.384521	73.982047	399.265137	30119.486328	29927.982422
5wbo_protein	5wbo_ligand	261.410233	69.180068	377.869293	29563.228516	29418.277344
5wlo_protein	5wlo_ligand	626.518494	81.930382	764.696167	10987.970703	10499.629883
5wmg_protein	5wmg_ligand	362.492188	57.867644	626.416016	8732.780273	8634.211914
5wl0_protein	5wl0_ligand	388.185257	76.541343	507.157623	27376.611328	27107.398438
5wp5_protein	5wp5_ligand	384.173920	71.879823	534.466980	26341.697266	26107.816406
5wuk_protein	5wuk_ligand	314.560272	59.400747	529.556091	19261.718750	19162.154297
5x54_protein	5x54_ligand	455.321899	58.329744	780.599854	13593.631836	13463.587891
5wqc_protein	5wqc_ligand	452.658051	73.363924	617.003601	29061.177734	28772.865234
5x74_protein	5x74_ligand	654.676544	83.769010	781.525940	9680.316406	9152.489258
5xg5_protein	5xg5_ligand	172.814728	49.712128	347.630920	7502.482910	7504.484375
5xpi_protein	5xpi_ligand	212.671265	36.619259	580.763428	9252.457031	9407.877930
5xmx_protein	5xmx_ligand	548.508148	82.845622	662.084656	28981.744141	28546.812500
5x62_protein	5x62_ligand	386.030090	72.101772	535.396118	36743.355469	36506.691406
5xo7_protein	5xo7_ligand	383.052902	81.287747	471.230804	24012.173828	23717.298828
5xsr_protein	5xsr_ligand	328.642380	72.016779	456.341400	18119.488281	17918.544922
5y8y_protein	5y8y_ligand	285.213348	56.224132	507.279236	9301.221680	9238.074219
5xva_protein	5xva_ligand	388.857269	69.888804	556.394226	15890.023438	15668.703125
5y12_protein	5y12_ligand	357.845322	75.197456	475.874237	8393.699219	8153.882812
5y13_protein	5y13_ligand	345.432281	74.720355	462.300110	8307.930664	8079.366211
5y94_protein	5y94_ligand	282.926941	56.546250	500.346069	8337.340820	8271.833008
5wyx_protein	5wyx_ligand	311.308350	78.888793	394.616699	77179.093750	76951.093750
5wyz_protein	5wyz_ligand	318.418274	79.534544	400.352173	76335.390625	76098.906250
5ya5_protein	5ya5_ligand	365.102570	69.680470	523.966858	15413.666016	15207.427734
5yfs_protein	5yfs_ligand	294.042618	73.235791	401.501251	17113.527344	16926.943359
5yft_protein	5yft_ligand	291.171799	73.125757	398.179535	16901.216797	16717.052734
5yj8_protein	5yj8_ligand	173.083344	51.305154	337.360535	4547.190430	4538.384277
5yas_protein	5yas_ligand	170.991882	74.322089	230.068726	11130.580078	11018.665039
5ymx_protein	5ymx_ligand	288.449158	54.862701	525.765503	12073.278320	12022.145508
5yh8_protein	5yh8_ligand	350.091049	81.887692	427.525848	25860.068359	25587.412109
5yhe_protein	5yhe_ligand	342.296097	80.201465	426.795319	26036.470703	25778.673828
5yqx_protein	5yqx_ligand	291.746780	63.333007	460.655182	8091.638184	7968.799805
5yhg_protein	5yhg_ligand	355.201660	82.273380	431.733398	25870.443359	25591.773438
5yyf_protein	5yyf_ligand	559.679749	48.949040	1143.392700	9352.866211	9376.899414
5yz2_protein	5yz2_ligand	259.843750	59.674178	435.437500	16582.000000	16497.750000
5z7b_protein	5z7b_ligand	224.683624	76.366672	294.216858	21141.041016	20985.890625
5yl2_protein	5yl2_ligand	464.344635	81.578885	569.197083	40020.066406	39660.574219
5z7j_protein	5z7j_ligand	370.263153	80.313144	461.024353	23817.712891	23538.210938
5za7_protein	5za7_ligand	270.058304	59.498618	453.890045	12884.409180	12798.182617
5z66_protein	5z66_ligand	357.671509	76.576498	467.077393	22462.740234	22214.474609
5z99_protein	5z99_ligand	349.315781	79.886989	437.262421	22180.105469	21918.736328
5za8_protein	5za8_ligand	276.859863	51.785806	534.625000	12676.969727	12657.875000
5zae_protein	5zae_ligand	295.674744	58.338056	506.829956	12846.503906	12761.984375
5zaf_protein	5zaf_ligand	277.923981	54.223974	512.548157	12768.575195	12725.275391
5zag_protein	5zag_ligand	277.798523	53.787107	516.477905	12723.824219	12684.705078
5z5f_protein	5z5f_ligand	186.667725	71.766302	260.104980	44080.589844	43967.359375
5zaj_protein	5zaj_ligand	350.163300	57.790225	605.921326	12655.916992	12561.511719
5zc5_protein	5zc5_ligand	342.895691	58.964932	581.524780	12816.281250	12712.014648
5zdb_protein	5zdb_ligand	496.059204	75.748883	654.873291	12845.780273	12508.535156
5zkc_protein	5zkc_ligand	366.637634	81.210343	451.466675	24239.947266	23958.138672
5zhl_protein	5zhl_ligand	408.811188	60.866371	671.653625	21411.703125	21265.734375
5zg1_protein	5zg1_ligand	357.566528	75.102031	476.107666	27168.351562	26929.326172
5zo8_protein	5zo8_ligand	404.523529	70.836248	571.068542	19125.134766	18887.156250
5znc_protein	5znc_ligand	394.017044	81.189475	485.305573	22612.853516	22310.125000
5zni_protein	5zni_ligand	339.919052	71.776435	473.580292	22383.609375	22177.351562
6a87_protein	6a87_ligand	236.854919	42.593419	556.083374	7199.518066	7281.891602
5zyg_protein	5zyg_ligand	454.283661	73.705991	616.345642	14209.637695	13917.416016
5zyl_protein	5zyl_ligand	481.329529	75.542494	637.163940	14133.894531	13808.399414
5zvw_protein	5zvw_ligand	627.280273	76.364633	821.427734	19433.650391	19000.517578
5zym_protein	5zym_ligand	471.647186	73.763369	639.405701	14082.947266	13779.058594
6ajv_protein	6ajv_ligand	258.503006	62.317574	414.815582	9219.791016	9117.600586
6ajy_protein	6ajy_ligand	272.757614	62.109387	439.156830	9122.186523	9015.828125
6ajr_protein	6ajr_ligand	133.653107	61.733101	216.501526	11372.487305	11321.682617
6ajz_protein	6ajz_ligand	305.192474	52.935247	576.539246	9279.940430	9246.094727
6aox_protein	6aox_ligand	258.729416	51.836106	499.129730	7743.926270	7725.597168
6arn_protein	6arn_ligand	225.053757	51.579006	436.328217	7991.124512	7977.345215
6arm_protein	6arm_ligand	223.721252	53.269860	419.977173	8143.385254	8115.919922
5zw6_protein	5zw6_ligand	593.496460	73.080787	812.110107	41313.648438	40938.765625
6aro_protein	6aro_ligand	220.707367	49.403616	446.743347	8092.008789	8097.337402
6as8_protein	6as8_ligand	296.793762	54.246824	547.117310	8041.189941	7994.719727
6aqs_protein	6aqs_ligand	313.040344	75.407165	415.133423	22066.330078	21855.382812
6abx_protein	6abx_ligand	189.209702	68.048262	278.052216	33763.566406	33663.199219
6ayi_protein	6ayi_ligand	354.919998	81.028864	438.016754	16635.132812	16363.309570
6ayo_protein	6ayo_ligand	345.477188	77.336067	446.721954	21677.914062	21433.681641
6ayq_protein	6ayq_ligand	342.018021	78.017613	438.385651	20854.593750	20608.943359
6ayr_protein	6ayr_ligand	403.114655	76.305019	528.293762	22209.574219	21931.638672
6b4l_protein	6b4l_ligand	377.739166	74.802755	504.980286	9507.418945	9256.920898
6b1k_protein	6b1k_ligand	283.276505	59.309726	477.622345	15408.098633	15319.167969
6ays_protein	6ays_ligand	421.460266	72.261305	583.244751	21470.732422	21211.056641
6ayt_protein	6ayt_ligand	393.089233	76.570374	513.369873	21708.914062	21436.105469
6b4u_protein	6b4u_ligand	444.214905	60.259330	737.171997	10229.316406	10078.058594
6b5q_protein	6b5q_ligand	631.089508	66.537838	948.467102	11532.652344	11218.940430
6bbx_protein	6bbx_ligand	471.738464	72.581214	649.945679	12551.331055	12257.799805
6b7a_protein	6b7a_ligand	195.047104	70.605169	276.250458	18130.121094	18016.277344
6bhv_protein	6bhv_ligand	507.762939	62.737650	809.343262	13393.941406	13187.758789
6bdy_protein	6bdy_ligand	344.957489	64.677918	533.346619	16242.292969	16085.724609
6b7b_protein	6b7b_ligand	191.307083	61.522629	310.954010	24758.369141	24686.708984
6bm5_protein	6bm5_ligand	349.997131	64.460237	542.965942	16166.718750	16009.690430
6bm6_protein	6bm6_ligand	328.963745	61.966813	530.870850	16183.875000	16056.818359
6c7q_protein	6c7q_ligand	339.994446	55.406812	613.632935	7426.968750	7360.612793
6c0s_protein	6c0s_ligand	538.245758	60.763660	885.802063	12670.666992	12479.977539
6bs3_protein	6bs3_ligand	327.178238	63.962385	511.516632	36481.960938	36339.121094
6c2r_protein	6c2r_ligand	399.904938	67.949279	588.534485	28506.333984	28295.058594
6bs4_protein	6bs4_ligand	388.740875	64.679682	601.024719	36288.820312	36112.363281
6c9s_protein	6c9s_ligand	446.075531	69.689233	640.092468	28929.416016	28677.357422
6cdj_protein	6cdj_ligand	640.794800	75.106857	853.177490	11091.167969	10662.755859
6c9v_protein	6c9v_ligand	441.279144	75.486053	584.583679	29287.648438	28989.673828
6cbf_protein	6cbf_ligand	288.110794	66.195377	435.243073	16808.097656	16667.119141
6cbg_protein	6cbg_ligand	229.899826	74.708452	307.729340	15884.369141	15732.298828
6c85_protein	6c85_ligand	123.602287	52.702393	234.528793	30492.851562	30480.175781
6cdl_protein	6cdl_ligand	642.807434	76.260349	842.911743	10862.690430	10419.987305
6cjr_protein	6cjr_ligand	476.598175	74.206218	642.261780	12230.805664	11919.871094
6cdp_protein	6cdp_ligand	599.845276	57.674553	1040.051880	22661.185547	22501.546875
6cdo_protein	6cdo_ligand	499.294678	54.574044	914.894043	23079.205078	22995.509766
6ckr_protein	6ckr_ligand	348.204712	60.216857	578.251221	8596.775391	8478.617188
6cfc_protein	6cfc_ligand	385.302856	56.098218	686.836182	28804.501953	28720.732422
6cks_protein	6cks_ligand	374.859802	60.945083	615.078003	8563.956055	8429.314453
6cjs_protein	6cjs_ligand	474.917938	73.920342	642.472595	24325.248047	24017.884766
6cn5_protein	6cn5_ligand	579.763580	81.353511	712.647278	14525.973633	14079.093750
6cq1_protein	6cq1_ligand	381.107300	48.542315	785.103271	14376.441406	14399.330078
6cpw_protein	6cpw_ligand	651.423035	73.637970	884.629272	18198.144531	17779.927734
6chp_protein	6chp_ligand	469.561798	76.861854	610.916565	45780.332031	45452.125000
6cvf_protein	6cvf_ligand	278.842621	55.600021	501.515320	20607.207031	20551.037109
6cwh_protein	6cwh_ligand	285.070206	64.989210	438.642365	9785.259766	9653.761719
6cwn_protein	6cwn_ligand	279.468994	63.543817	439.805176	9685.561523	9566.428711
6cvv_protein	6cvv_ligand	223.972229	41.876112	534.844849	20604.685547	20691.585938
6ckw_protein	6ckw_ligand	502.745880	72.411246	694.292542	46394.847656	46083.648438
6czb_protein	6czb_ligand	176.041870	31.113661	565.802490	20842.876953	21056.595703
6czc_protein	6czc_ligand	229.975403	40.530882	567.407837	20908.494141	21015.951172
6cze_protein	6cze_ligand	216.714783	39.748235	545.218628	20999.357422	21111.146484
6d3q_protein	6d3q_ligand	182.382736	65.423319	278.773285	36316.792969	36230.800781
6czf_protein	6czf_ligand	349.209259	57.509948	607.215393	49023.000000	48931.796875
6d5e_protein	6d5e_ligand	427.459686	64.878221	658.864685	43012.910156	42816.855469
6d5g_protein	6d5g_ligand	426.252747	65.174546	654.017212	42681.554688	42483.066406
6d5h_protein	6d5h_ligand	445.562592	68.403372	651.375183	43388.289062	43148.539062
6d5j_protein	6d5j_ligand	391.528198	71.405301	548.318115	42900.507812	42665.769531
6d9x_protein	6d9x_ligand	234.896027	71.462076	328.700256	13981.234375	13840.142578
6d15_protein	6d15_ligand	210.250504	54.977834	382.427765	12546.408203	12508.334961
6d16_protein	6d16_ligand	214.365234	57.714302	371.424805	12527.750977	12470.445312
6d17_protein	6d17_ligand	211.889908	57.379987	369.274933	12503.998047	12449.493164
6d18_protein	6d18_ligand	217.530655	57.965790	375.274200	12582.694336	12522.907227
6d19_protein	6d19_ligand	218.775436	57.861240	378.103607	12622.550781	12563.103516
6d9s_protein	6d9s_ligand	336.848572	54.780661	614.904175	33760.148438	33701.355469
6dai_protein	6dai_ligand	291.759033	68.058753	428.687012	13793.667969	13638.836914
6dak_protein	6dak_ligand	327.862823	62.161217	527.439514	13802.592773	13674.306641
6d55_protein	6d55_ligand	449.941650	63.334039	710.426270	42734.054688	42544.597656
6det_protein	6det_ligand	237.199982	72.282728	328.155823	13294.141602	13147.897461
6d50_protein	6d50_ligand	193.669083	67.710386	286.025665	38668.144531	38566.832031
6dar_protein	6dar_ligand	395.747192	61.872295	639.619385	13737.278320	13585.403320
6d56_protein	6d56_ligand	457.765289	66.901891	684.233704	42937.304688	42706.007812
6d78_protein	6d78_ligand	939.636475	83.263658	1128.507324	43183.398438	42432.632812
6dh2_protein	6dh2_ligand	591.799561	79.279625	746.471191	10669.129883	10232.001953
6dh1_protein	6dh1_ligand	568.050110	78.240804	726.027954	10733.614258	10323.541992
6dgl_protein	6dgl_ligand	469.939453	76.106564	617.475586	15649.589844	15327.186523
6dh6_protein	6dh6_ligand	549.383240	79.006887	695.361206	10618.220703	10214.815430
6dh7_protein	6dh7_ligand	569.244843	79.083833	719.799255	10588.571289	10169.880859
6dh8_protein	6dh8_ligand	606.166656	81.600581	742.846008	10694.673828	10225.186523
6dif_protein	6dif_ligand	592.917938	77.717931	762.910095	11077.401367	10654.475586
6dil_protein	6dil_ligand	589.749817	77.249494	763.435181	11192.304688	10776.240234
6dj1_protein	6dj1_ligand	647.864807	79.370678	816.252075	11050.881836	10571.404297
6dgr_protein	6dgr_ligand	410.044327	80.425368	509.844513	30123.542969	29813.298828
6dj2_protein	6dj2_ligand	644.913940	78.946389	816.901123	11219.818359	10746.891602
6dl2_protein	6dl2_ligand	286.492294	64.274049	445.735565	8122.115234	7994.866211
6dj5_protein	6dj5_ligand	559.233887	75.842785	737.359375	11071.856445	10690.748047
6dj7_protein	6dj7_ligand	550.078766	78.508716	700.659485	11108.762695	10709.264648
6dpt_protein	6dpt_ligand	327.576675	64.582045	507.225616	16284.053711	16136.125977
6dpx_protein	6dpx_ligand	292.815125	63.112237	463.959351	16212.428711	16090.757812
6dpy_protein	6dpy_ligand	286.580795	60.036631	477.343231	16088.199219	15992.380859
6dq4_protein	6dq4_ligand	376.817932	65.259666	577.413208	17515.388672	17339.166016
6dpz_protein	6dpz_ligand	276.466782	64.812433	426.564423	16190.867188	16064.498047
6dy7_protein	6dy7_ligand	281.270905	62.607522	449.260559	13861.942383	13748.661133
6dyn_protein	6dyn_ligand	173.016129	69.480293	249.014679	12501.198242	12404.180664
6dyr_protein	6dyr_ligand	275.833176	75.945555	363.198578	12270.873047	12082.405273
6dys_protein	6dys_ligand	313.263657	76.753675	408.141571	12455.764648	12237.378906
6dyu_protein	6dyu_ligand	381.436066	77.839586	490.028381	20728.564453	20455.720703
6dyv_protein	6dyv_ligand	409.043701	75.772745	539.829590	20905.089844	20626.832031
6dyw_protein	6dyw_ligand	457.130157	64.050764	713.699768	20666.187500	20465.626953
6dyy_protein	6dyy_ligand	451.513672	64.823720	696.525391	20905.326172	20698.824219
6dzx_protein	6dzx_ligand	205.812302	73.746788	279.079681	12492.140625	12359.595703
6e1y_protein	6e1y_ligand	383.374207	65.538716	584.958374	13428.049805	13246.259766
6dyz_protein	6dyz_ligand	390.495224	80.627762	484.318573	37662.074219	37365.402344
6dz0_protein	6dz0_ligand	432.101074	80.700710	535.436523	37814.285156	37485.519531
6e4a_protein	6e4a_ligand	341.481842	43.662803	782.088684	8591.484375	8690.609375
6e1z_protein	6e1z_ligand	214.454224	65.878773	325.528564	13620.987305	13517.607422
6e5l_protein	6e5l_ligand	409.566101	81.603323	501.898804	8651.621094	8334.387695
6e5t_protein	6e5t_ligand	346.577408	80.913530	428.330597	8559.419922	8294.595703
6dz2_protein	6dz2_ligand	495.275879	70.352761	703.989258	37137.929688	36851.367188
6e6m_protein	6e6m_ligand	344.141754	79.038113	435.412415	8426.316406	8173.445312
6dz3_protein	6dz3_ligand	479.677063	69.706392	688.139282	37080.644531	36809.429688
6e7j_protein	6e7j_ligand	586.863678	74.689663	785.736145	11069.874023	10681.882812
6e9a_protein	6e9a_ligand	562.825043	77.629923	725.010437	11008.060547	10607.420898
6e22_protein	6e22_ligand	363.086578	60.584608	599.304993	13627.120117	13500.251953
6edr_protein	6edr_ligand	311.241241	43.000602	723.806702	14762.368164	14863.692383
6e23_protein	6e23_ligand	489.821350	70.306184	696.697388	13620.433594	13337.488281
6ei5_protein	6ei5_ligand	383.228455	63.071733	607.607300	12359.927734	12201.078125
6e7t_protein	6e7t_ligand	533.583191	77.552793	688.025757	33884.121094	33504.980469
6e7r_protein	6e7r_ligand	487.384338	79.223933	615.198364	34756.371094	34396.800781
6eif_protein	6eif_ligand	304.387344	61.691107	493.405548	20087.353516	19971.984375
6eiq_protein	6eiq_ligand	383.581360	61.210940	626.654907	19473.042969	19332.535156
6eij_protein	6eij_ligand	397.592285	58.083327	684.520508	19064.914062	18954.250000
6eiz_protein	6eiz_ligand	351.735458	75.909026	463.364471	10492.392578	10252.286133
6ekq_protein	6ekq_ligand	284.967163	51.786718	550.270752	7835.662598	7815.999023
6eis_protein	6eis_ligand	369.325211	76.640253	481.894562	18774.552734	18517.796875
6el5_protein	6el5_ligand	417.756012	72.619141	575.269836	12005.815430	11745.573242
6ej2_protein	6ej2_ligand	379.832825	68.547427	554.116821	19049.576172	18844.027344
6eir_protein	6eir_ligand	390.705414	52.973871	737.543640	37033.933594	36990.066406
6ej3_protein	6ej3_ligand	379.419189	67.289392	563.861816	18741.861328	18546.884766
6eln_protein	6eln_ligand	336.484695	73.124527	460.152985	11713.074219	11500.257812
6elo_protein	6elo_ligand	363.463806	75.578183	480.911011	11597.626953	11351.610352
6elp_protein	6elp_ligand	378.999023	68.391605	554.160156	11901.193359	11697.355469
6eog_protein	6eog_ligand	296.801117	50.040091	593.126648	8285.551758	8285.076172
6eol_protein	6eol_ligand	296.302948	49.249124	601.641052	8315.615234	8324.650391
6epa_protein	6epa_ligand	310.642914	57.879558	536.705750	11735.679688	11651.099609
6eq2_protein	6eq2_ligand	179.609673	71.050488	252.791611	8666.371094	8559.943359
6eq3_protein	6eq3_ligand	262.692276	74.323155	353.446075	9044.679688	8872.741211
6eq5_protein	6eq5_ligand	175.726944	68.432207	256.789825	8759.569336	8664.905273
6eq7_protein	6eq7_ligand	245.222488	69.497032	352.853180	9015.296875	8877.705078
6ep4_protein	6ep4_ligand	330.069275	63.862744	516.841675	24370.267578	24226.970703
6epz_protein	6epz_ligand	314.787506	66.524513	473.190247	29560.433594	29404.048828
6eq1_protein	6eq1_ligand	607.163757	75.881078	800.151733	29386.736328	28972.560547
6eqp_protein	6eqp_ligand	328.557419	67.139564	489.364838	25108.320312	24940.570312
6euw_protein	6euw_ligand	337.395447	66.793688	505.130737	9462.011719	9292.351562
6eqv_protein	6eqv_ligand	516.803619	53.597313	964.234192	20592.625000	20523.251953
6eqw_protein	6eqw_ligand	538.664215	54.187828	994.068665	20540.408203	20457.148438
6eq8_protein	6eq8_ligand	304.372192	68.330729	445.439697	29126.683594	28963.378906
6evn_protein	6evn_ligand	384.111511	37.150804	1033.925171	6143.672852	6409.375000
6exj_protein	6exj_ligand	483.074280	49.059192	984.676392	6076.814453	6095.342285
6eqx_protein	6eqx_ligand	638.967346	57.720978	1106.993286	20625.308594	20454.367188
6eux_protein	6eux_ligand	359.194214	70.701712	508.041748	13717.413086	13507.066406
6ey8_protein	6ey8_ligand	367.069092	68.137982	538.714355	11860.109375	11664.685547
6ey9_protein	6ey9_ligand	389.200745	69.172374	562.653442	12008.605469	11792.857422
6eyb_protein	6eyb_ligand	384.776398	71.165177	540.680725	11987.795898	11758.923828
6eya_protein	6eya_ligand	411.186066	71.743095	573.136780	12008.114258	11758.878906
6exs_protein	6exs_ligand	341.107391	73.355822	465.003845	25308.589844	25091.378906
6f05_protein	6f05_ligand	289.922974	56.577317	512.436768	10579.896484	10512.487305
6f1n_protein	6f1n_ligand	437.973389	71.697735	610.860840	11956.571289	11691.485352
6eyt_protein	6eyt_ligand	363.765747	75.123615	484.222900	16564.955078	16321.646484
6f9g_protein	6f9g_ligand	175.481224	73.478786	238.818893	13783.224609	13671.081055
6f20_protein	6f20_ligand	242.511856	72.993076	332.239532	9521.906250	9369.122070
6exi_protein	6exi_ligand	296.525620	76.728393	386.461395	43888.906250	43682.316406
6ezq_protein	6ezq_ligand	447.104401	79.433125	562.868958	33157.734375	32826.394531
6fa4_protein	6fa4_ligand	285.352783	46.618201	612.105957	10156.304688	10197.705078
6fgg_protein	6fgg_ligand	228.162018	41.259624	552.991028	6785.127930	6881.794922
6fcj_protein	6fcj_ligand	300.720978	73.330413	410.090393	11861.666016	11670.314453
6f90_protein	6f90_ligand	212.750626	69.101328	307.882111	28258.673828	28141.054688
6faa_protein	6faa_ligand	327.426178	62.731798	521.946106	33265.656250	33132.750000
6fba_protein	6fba_ligand	217.427628	77.381279	280.982208	32172.820312	32018.947266
6fmc_protein	6fmc_ligand	301.982849	38.473227	784.916870	9145.166016	9326.117188
6fhk_protein	6fhk_ligand	398.011139	76.271771	521.832825	19647.875000	19373.685547
6fmj_protein	6fmj_ligand	349.767853	55.336468	632.074768	19139.541016	19072.080078
6fh3_protein	6fh3_ligand	193.799057	49.654707	390.293427	33838.671875	33841.367188
6fnf_protein	6fnf_ligand	523.726410	76.458188	684.984070	15705.864258	15343.395508
6fni_protein	6fni_ligand	566.375549	80.791417	701.034302	15643.586914	15211.870117
6fng_protein	6fng_ligand	526.556213	77.387268	680.417114	16799.998047	16427.302734
6fo5_protein	6fo5_ligand	380.745331	54.119821	703.522888	8598.696289	8540.728516
6fnj_protein	6fnj_ligand	518.218384	77.418218	669.375244	15057.409180	14690.347656
6fnq_protein	6fnq_ligand	256.306488	78.014544	328.536804	16328.178711	16144.102539
6fnr_protein	6fnr_ligand	214.690231	77.131168	278.344330	16385.781250	16234.745117
6f92_protein	6f92_ligand	209.422821	68.146982	307.310486	60812.738281	60701.203125
6fs1_protein	6fs1_ligand	509.085266	66.983300	760.018188	9312.443359	9054.291016
6fsy_protein	6fsy_ligand	299.599289	64.943966	461.319672	8495.732422	8357.853516
6ftz_protein	6ftz_ligand	286.928452	58.524930	490.267059	11927.095703	11843.505859
6fs0_protein	6fs0_ligand	503.523621	65.516454	768.545288	29620.675781	29382.173828
6ftf_protein	6ftf_ligand	331.880142	80.074277	414.465363	16688.109375	16438.814453
6fuh_protein	6fuh_ligand	370.861969	67.300833	551.051086	11650.635742	11459.962891
6fui_protein	6fui_ligand	385.126312	68.039446	566.033875	11685.208984	11480.990234
6ftp_protein	6ftp_ligand	396.338715	60.926884	650.515320	18616.361328	18474.199219
6g2b_protein	6g2b_ligand	262.617401	66.835651	392.930115	9338.377930	9206.073242
6g2c_protein	6g2c_ligand	272.682983	67.751640	402.474365	9153.331055	9010.439453
6fuj_protein	6fuj_ligand	337.292618	68.483057	492.519806	11954.425781	11772.360352
6g2e_protein	6g2e_ligand	292.711716	61.047609	479.481049	9008.075195	8902.132812
6g0z_protein	6g0z_ligand	303.654449	57.716948	526.109680	17935.103516	17853.904297
6g2f_protein	6g2f_ligand	318.093277	68.200471	466.409210	8989.514648	8819.737305
6g2o_protein	6g2o_ligand	333.821350	62.282131	535.982544	8958.359375	8826.699219
6fz4_protein	6fz4_ligand	245.020554	51.241514	478.168060	28347.542969	28335.669922
6g2r_protein	6g2r_ligand	292.780212	53.306510	549.239136	8318.229492	8281.908203
6g2s_protein	6g2s_ligand	292.269775	56.352141	518.648926	8399.994141	8334.103516
6g2m_protein	6g2m_ligand	418.462646	69.328357	603.595215	20827.087891	20593.757812
6g2l_protein	6g2l_ligand	413.276581	68.512953	603.209412	21224.093750	21000.750000
6g3a_protein	6g3a_ligand	305.468750	73.030875	418.273438	17561.433594	17368.769531
6g24_protein	6g24_ligand	220.493729	59.156788	372.727692	9278.756836	9210.497070
6g25_protein	6g25_ligand	254.761292	69.255421	367.857544	9186.647461	9044.982422
6g9i_protein	6g9i_ligand	307.683594	62.138442	495.158203	23714.609375	23594.400391
6g14_protein	6g14_ligand	312.157471	48.769954	640.061035	17508.519531	17524.265625
6g9x_protein	6g9x_ligand	188.060562	72.969017	257.726593	19655.757812	19537.363281
6g27_protein	6g27_ligand	287.698837	63.861256	450.506073	8992.020508	8867.128906
6g29_protein	6g29_ligand	279.824585	63.242533	442.462646	9008.583984	8891.397461
6ge7_protein	6ge7_ligand	435.058411	70.043217	621.128540	9731.499023	9482.510742
6g34_protein	6g34_ligand	309.523590	73.841291	419.174133	17149.767578	16949.894531
6gf9_protein	6gf9_ligand	399.916077	72.383240	552.498169	9477.296875	9229.962891
6g37_protein	6g37_ligand	282.433121	72.499165	389.567413	17167.359375	16992.060547
6g38_protein	6g38_ligand	275.682663	71.027903	388.132904	17094.453125	16931.220703
6g39_protein	6g39_ligand	303.327026	72.552417	418.079834	17795.292969	17606.718750
6gfs_protein	6gfs_ligand	354.357788	68.972163	513.769287	9545.446289	9350.500000
6ghh_protein	6ghh_ligand	336.853683	73.759846	456.689789	9532.145508	9315.127930
6gj6_protein	6gj6_ligand	299.188675	61.203040	488.846100	9100.205078	8990.673828
6gfz_protein	6gfz_ligand	387.905579	57.331743	676.598267	18951.966797	18852.753906
6gj8_protein	6gj8_ligand	298.454773	44.165020	675.771851	9300.520508	9379.382812
6gji_protein	6gji_ligand	285.064514	51.996081	548.242310	8512.922852	8491.036133
6gjj_protein	6gjj_ligand	286.979935	59.674103	480.912018	8744.558594	8651.510742
6gg4_protein	6gg4_ligand	226.831039	76.269770	297.406219	27038.068359	26881.812500
6ghj_protein	6ghj_ligand	358.315552	64.726246	553.586182	23776.375000	23613.330078
6gjl_protein	6gjl_ligand	312.607117	59.739859	523.280640	8767.591797	8665.658203
6gjm_protein	6gjm_ligand	288.174774	57.162035	504.136658	8582.451172	8510.238281
6gjn_protein	6gjn_ligand	409.461731	60.053372	681.829712	8589.559570	8452.465820
6gjr_protein	6gjr_ligand	318.345978	58.009263	548.784729	8494.951172	8407.043945
6gl8_protein	6gl8_ligand	472.885284	55.204620	856.604553	9324.048828	9234.882812
6gl9_protein	6gl9_ligand	384.300201	70.812639	542.700012	16803.929688	16578.029297
6gla_protein	6gla_ligand	380.170166	71.483849	531.826660	16322.043945	16093.530273
6glb_protein	6glb_ligand	367.840668	72.809368	505.210632	16235.537109	16005.066406
6gnm_protein	6gnm_ligand	262.482178	69.230913	379.140137	22294.412109	22148.587891
6gnp_protein	6gnp_ligand	166.354828	63.173808	263.328796	22112.121094	22042.740234
6gnr_protein	6gnr_ligand	262.398224	66.660069	393.636292	22167.632812	22036.472656
6gnw_protein	6gnw_ligand	238.297516	72.076287	330.618469	22402.167969	22256.191406
6gon_protein	6gon_ligand	274.880753	73.579800	373.581818	22240.277344	22064.097656
6guk_protein	6guk_ligand	373.284302	68.566710	544.410400	16218.410156	16016.251953
6guc_protein	6guc_ligand	280.730698	73.707069	380.873505	29085.957031	28905.369141
6guh_protein	6guh_ligand	389.573151	75.146705	518.416809	16587.484375	16326.754883
6gvz_protein	6gvz_ligand	328.152557	52.484200	625.240662	15657.127930	15626.063477
