,ligand,pK(ref),pK($Δ_{Vina}RF_{20}$),pK($AutoDock 4.2$),pK($∆SAS$),pK($DrugScoreX$),pK($AutoDock Vina$),pK($X-Score$),pK($NNScore 2.0$),pK($AutoDock VinaXB$)
2869,5dnu_ligand,4.11,5.63,3.8165,207.262787,-67.731,4.925154,5.22,4.767,4.925154
2870,5dey_ligand,8.43,8.53,7.757,484.228882,-141.465,7.818548,7.72,7.532,7.818548
2871,5dqe_ligand,3.63,5.3,4.9113,294.752747,-74.457,4.645557,6.37,4.077,4.645557
2872,5duw_ligand,3.29,3.48,0.1128,210.297638,-65.53,3.131239,4.65,4.801,3.131239
2873,5dfp_ligand,7.66,7.9,8.1633,494.076294,-151.138,7.284333,7.43,8.243,7.284333
2874,5dus_ligand,5.53,5.97,7.0094,476.555389,-188.737,7.120264,6.73,5.138,7.120264
2875,5dx4_ligand,6.86,5.29,4.4707,307.654144,-84.628,4.753262,6.23,4.524,4.933314
2876,5d6j_ligand,4.44,5.96,7.4713,440.407257,-136.704,7.837097,6.76,3.914,7.837097
2877,5dqc_ligand,7.34,8.97,11.7805,772.423187,-259.575,8.331745,9.43,7.789,8.331745
2878,5e6o_ligand,4.11,6.09,5.5004,472.112488,-155.325,4.927911,6.3,6.558,4.927911
2879,5dex_ligand,7.65,7.0,6.1715,312.235397,-92.069,5.604326,6.0,6.238,5.604326
2880,5dhu_ligand,6.3,6.53,5.0571,360.137604,-132.964,5.888109,6.21,7.028,5.888109
2881,5e7n_ligand,6.09,3.98,4.153,314.001953,-56.861,3.701356,6.38,7.346,3.701356
2882,5dwr_ligand,11.2,8.07,8.237,413.578705,-140.166,7.701151,7.55,7.743,7.701151
2883,5e13_ligand,4.24,5.04,2.3568,269.515991,-81.351,4.230652,5.13,8.156,4.230652
2884,5e8f_ligand,8.64,5.08,4.0709,485.926056,-144.388,3.54706,5.83,6.218,3.54706
2885,5e1s_ligand,7.92,7.21,5.2262,455.83728,-142.628,6.292493,6.69,6.577,6.292493
2886,5e2o_ligand,8.7,7.46,8.3201,445.099182,-159.713,6.452434,7.43,9.278,6.452434
2887,5e73_ligand,4.64,5.72,5.0909,279.261749,-98.207,5.34033,6.19,2.913,5.34033
2888,5e2p_ligand,8.8,8.36,8.4098,489.398132,-184.344,7.349824,7.7,9.033,7.349824
2889,5e74_ligand,4.41,5.55,4.942,291.59137,-101.041,5.156657,6.58,5.636,5.156657
2890,5dyo_ligand,10.2,7.6,7.779,303.188126,-116.066,7.521965,7.0,6.197,7.521965
2891,5dqf_ligand,3.6,5.15,4.2502,342.805664,-93.29,4.496239,5.78,6.572,4.496239
2892,5e89_ligand,7.85,6.04,3.648,341.224518,-108.358,4.953702,5.76,5.426,4.953702
2893,5edb_ligand,7.0,6.9,5.2254,315.246048,-75.774,6.63926,6.75,5.211,6.63926
2894,5edc_ligand,7.66,6.66,5.6707,395.162659,-95.682,6.537111,7.28,6.887,6.537111
2895,5egu_ligand,5.85,6.34,5.3258,386.783264,-113.12,5.197779,6.32,6.869,5.197779
2896,5efa_ligand,4.83,4.45,5.1438,334.405487,-98.131,4.015337,5.23,6.443,4.015337
2897,5efc_ligand,4.85,4.28,3.9449,274.35553,-80.461,3.752082,4.8,6.776,3.752082
2898,5edl_ligand,8.35,5.98,4.6877,285.328629,-84.183,4.840718,5.86,6.435,4.840718
2899,5ect_ligand,5.28,6.54,7.5949,371.80188,-130.953,6.403321,6.21,5.253,6.403321
2900,5ei3_ligand,4.25,5.66,4.0249,275.313477,-86.922,5.276371,5.43,6.736,5.276371
2901,5eis_ligand,5.74,5.49,4.7126,284.695602,-88.501,4.949252,5.76,3.533,4.949252
2902,5epl_ligand,7.03,7.19,8.2547,610.689758,-236.953,5.810176,8.71,7.877,5.810176
2903,5eng_ligand,5.85,5.13,3.6627,334.089172,-100.037,4.483167,5.87,3.985,4.483167
2904,5ep7_ligand,5.4,4.51,3.4487,238.325729,-66.675,4.174128,5.5,2.896,4.174128
2905,5edd_ligand,5.24,6.08,5.3803,357.72168,-117.072,5.650858,5.89,5.18,5.650858
2906,5dxt_ligand,9.7,7.52,6.71,409.035004,-124.095,6.709714,6.65,8.031,6.709714
2907,5eq1_ligand,4.68,4.39,4.2099,202.366638,-63.303,3.947837,5.18,3.36,3.947837
2908,5e2l_ligand,4.03,5.11,4.3702,241.37236,-69.527,5.137984,5.54,4.687,5.137984
2909,5etb_ligand,4.54,4.77,3.8188,205.89476,-59.516,4.417295,5.38,4.672,4.417295
2910,5ehr_ligand,7.14,8.39,6.8436,384.113205,-139.938,7.48915,7.01,6.034,7.59618
2911,5er4_ligand,2.76,3.14,2.7196,181.618088,-53.951,3.090579,5.32,4.978,3.090579
2912,5ehq_ligand,10.5,11.05,11.8197,635.300903,-227.863,10.429223,9.63,10.349,10.429223
2913,5en3_ligand,6.21,5.27,3.3334,301.641769,-69.813,4.128666,6.25,4.494,4.128666
2914,5eu1_ligand,7.81,6.8,5.2094,332.96756,-121.971,5.838893,5.94,7.233,5.838893
2915,5er1_ligand,6.02,5.68,5.3782,476.136475,-151.626,4.399853,6.47,4.486,4.399853
2916,5el9_ligand,7.64,5.2,5.2065,225.86644,-88.898,3.849069,5.37,6.42,3.849069
2917,5elw_ligand,7.85,5.29,6.2274,226.23819,-93.847,3.944575,5.4,6.902,3.944575
2918,5ewk_ligand,4.85,5.95,4.3705,329.772232,-104.928,5.203695,5.92,5.18,5.203695
2919,5er2_ligand,6.57,7.01,7.6266,753.687561,-254.635,6.04033,8.84,6.844,6.04033
2920,5ewy_ligand,4.3,5.47,5.1676,286.784286,-96.628,5.132625,5.63,4.194,5.132625
2921,5exm_ligand,8.2,7.64,8.403,456.075256,-173.193,6.60577,7.35,6.577,6.60577
2922,5exn_ligand,7.64,8.11,9.7507,513.504547,-209.7,7.29217,8.08,7.969,7.29217
2923,5evz_ligand,6.57,5.16,2.1652,411.742096,-118.508,6.345982,6.25,4.288,6.345982
2924,5f1h_ligand,7.85,7.22,5.6251,347.763672,-126.106,6.088292,6.06,7.149,6.088292
2925,5eqe_ligand,3.88,6.27,5.1348,281.552597,-80.066,5.345806,5.55,6.311,5.345806
2926,5eqp_ligand,5.4,5.45,5.3471,275.082153,-69.835,4.527845,5.68,6.262,4.527845
2927,5eqy_ligand,8.0,6.58,7.0895,376.263245,-105.976,6.053182,6.48,8.426,6.053182
2928,5f2p_ligand,4.43,5.01,3.9212,238.584747,-71.414,4.447053,5.11,5.234,4.447053
2929,5ey4_ligand,3.12,4.35,3.881,296.598785,-78.566,4.015557,4.92,4.196,4.015557
2930,5exw_ligand,6.82,6.01,4.7702,443.072479,-158.901,7.813864,6.83,5.367,7.813864
2931,5f1v_ligand,6.85,2.96,2.3395,228.592194,-83.497,2.220205,4.28,4.17,2.220205
2932,5f0f_ligand,6.0,7.74,6.7867,416.536682,-150.348,6.871547,7.33,8.645,6.871547
2933,5eyr_ligand,5.3,8.22,8.5261,459.933197,-166.325,7.541994,7.3,8.143,7.541994
2934,5ey0_ligand,2.65,5.36,9.0007,365.636597,-99.228,4.948248,5.57,4.845,4.948248
2935,5f2u_ligand,8.43,7.46,7.4055,790.666138,-226.959,5.346796,8.55,7.734,5.346796
2936,5f5z_ligand,7.07,7.76,7.0719,422.980896,-135.759,6.5236,7.46,4.826,6.5236
2937,5f25_ligand,5.04,5.58,4.1168,242.968781,-81.608,5.114582,5.85,4.085,5.114582
2938,5etj_ligand,10.2,7.89,6.1039,327.038971,-124.195,6.175359,5.96,7.733,6.175359
2939,5f1r_ligand,6.0,7.52,7.1872,409.56604,-126.237,7.404648,7.36,7.819,7.404648
2940,5f1x_ligand,6.11,5.93,1.579,438.224152,-154.266,7.572837,6.59,4.383,7.572837
2941,5f60_ligand,7.37,6.72,5.3139,340.428131,-102.06,5.771987,7.0,5.608,5.771987
2942,5f61_ligand,7.46,8.02,7.2062,419.609711,-142.816,6.720205,7.46,5.011,6.720205
2943,5f8y_ligand,4.24,4.18,0.6453,167.922211,-51.96,3.402353,4.75,4.344,3.402353
2944,5f62_ligand,8.17,6.76,5.4722,350.543579,-110.054,5.821562,7.01,5.965,5.821562
2945,5f63_ligand,7.92,6.99,5.9907,381.262512,-112.614,6.469472,7.2,6.776,6.469472
2946,5fe6_ligand,2.16,4.43,3.6726,223.357803,-72.481,3.984172,5.24,4.249,3.984172
2947,5f2r_ligand,4.28,5.76,0.4491,477.897095,-147.947,7.143556,6.8,3.397,7.143556
2948,5f08_ligand,5.52,8.24,7.3423,402.185944,-148.455,7.536613,7.37,9.33,7.536613
2949,5fe7_ligand,3.31,4.44,4.0744,241.992767,-75.177,3.968526,5.31,3.423,3.968526
2950,5fe9_ligand,4.68,5.32,4.5605,284.959412,-81.63,4.939553,5.61,1.953,4.939553
2951,5fh7_ligand,6.86,6.59,6.2212,274.376831,-108.575,6.09393,6.21,5.223,6.233805
2952,5fh8_ligand,6.77,6.07,5.5521,287.749191,-104.981,5.636664,6.45,5.286,5.749348
2953,5fbi_ligand,2.8,4.4,3.1227,218.854584,-63.163,3.858013,5.1,2.535,3.858013
2954,5f74_ligand,5.12,4.66,4.5968,256.527924,-64.716,4.358182,5.05,4.771,4.358182
2955,5fck_ligand,8.22,7.99,8.4442,451.980164,-173.092,7.063402,7.39,6.735,7.200755
2956,5fnf_ligand,3.15,5.11,2.4893,228.137589,-68.632,4.529472,5.65,4.901,4.529472
2957,5fnr_ligand,4.23,5.84,6.2567,288.774414,-99.086,5.743651,6.03,6.787,5.743651
2958,5fou_ligand,3.95,5.44,4.1257,315.733307,-122.463,4.520704,5.86,2.903,4.520704
2959,5fns_ligand,5.4,7.31,7.0373,358.118958,-123.357,6.373196,6.45,7.797,6.373196
2960,5fov_ligand,2.8,4.9,2.9064,301.541595,-110.344,3.839003,5.56,3.429,3.839003
2961,5fox_ligand,3.17,5.41,3.9986,317.289398,-118.988,4.327023,5.83,2.902,4.327023
2962,5fnc_ligand,4.11,5.95,4.1216,280.052948,-80.838,5.004809,5.87,4.974,5.020381
2963,5fnu_ligand,8.89,8.8,8.8603,418.261749,-150.695,8.416246,7.47,9.361,8.416246
2964,5fot_ligand,3.17,5.42,3.6431,324.259613,-117.018,4.448482,6.12,3.692,4.448482
2965,5fnt_ligand,6.17,8.23,7.7727,393.631317,-136.128,7.512434,7.12,9.398,7.512434
2966,5fnd_ligand,3.49,4.81,3.9496,238.735153,-74.16,4.351466,5.39,4.417,4.351466
2967,5fog_ligand,3.67,5.79,4.9391,370.880524,-122.63,4.781371,5.88,5.817,4.781371
2968,5fhn_ligand,5.9,9.62,11.4043,400.619995,-166.942,8.963959,7.65,5.791,8.963959
2969,5fho_ligand,6.67,8.48,10.4468,400.409775,-159.976,7.905323,7.41,6.93,7.905323
2970,5fpk_ligand,3.55,6.29,4.2315,320.577637,-129.145,4.786085,6.19,4.892,4.786085
2971,5fs5_ligand,6.69,5.41,1.7957,237.158554,-83.044,3.855682,5.26,5.116,3.855682
2972,5fso_ligand,6.09,3.78,3.9594,180.610809,-42.673,3.469978,4.91,5.184,3.469978
2973,5fsn_ligand,5.77,5.24,4.1691,245.473816,-71.414,4.203842,5.23,5.227,4.203842
2974,5fyx_ligand,4.16,5.34,4.3463,325.18959,-84.744,4.247845,5.82,4.626,4.247845
2975,5fol_ligand,3.67,7.01,6.4523,401.741364,-140.897,6.006569,6.34,5.492,6.006569
2976,5fsx_ligand,2.72,5.5,4.8804,355.507477,-129.924,5.742845,5.73,4.204,5.742845
2977,5fsy_ligand,5.89,5.9,6.5774,481.842957,-199.094,7.261195,6.79,3.589,7.261195
2978,5g2g_ligand,6.05,6.65,5.5503,250.73317,-81.273,6.299355,6.52,7.926,6.299355
2979,5fto_ligand,8.21,8.92,6.1546,459.700165,-164.304,8.509765,7.83,8.194,8.509765
2980,5fut_ligand,6.45,5.25,5.8282,454.815613,-112.033,4.915748,6.87,7.912,4.915748
2981,5g45_ligand,3.3,4.95,3.7529,193.745316,-55.764,4.486114,5.47,4.271,4.486114
2982,5g46_ligand,2.6,3.86,3.256,161.075989,-54.063,3.075528,4.96,2.603,3.075528
2983,5g1z_ligand,5.32,5.55,5.1387,332.526291,-77.955,4.252955,5.94,3.505,4.252955
2984,5fsc_ligand,2.36,3.26,1.6328,164.162354,-54.51,2.444421,4.4,2.539,2.444421
2985,5h9r_ligand,6.08,5.69,2.5302,282.480988,-91.017,4.696811,5.45,5.115,4.696811
2986,5h85_ligand,4.7,4.17,3.1902,258.641953,-71.542,3.826327,5.32,3.505,3.826327
2987,5hbn_ligand,4.89,3.59,3.3957,164.465073,-48.322,3.018996,4.59,3.503,3.018996
2988,5h5f_ligand,4.43,6.41,7.1385,433.014587,-183.964,6.898754,6.9,6.488,6.898754
2989,5ha1_ligand,7.19,6.62,5.2587,434.380859,-122.045,6.008805,7.23,8.327,6.008805
2990,5h8e_ligand,11.2,8.27,7.7837,454.155487,-151.964,6.759391,7.09,6.203,6.759391
2991,5hbs_ligand,7.73,7.21,6.2971,429.471375,-127.906,6.642361,7.38,8.398,6.642361
2992,5ftg_ligand,6.15,6.14,5.8988,447.009338,-136.122,5.840418,6.71,8.525,5.840418
2993,5h8g_ligand,10.3,7.89,7.3107,458.242035,-144.984,6.717031,7.0,6.279,6.717031
2994,5gsa_ligand,7.09,7.3,6.1963,321.477234,-114.642,6.579018,6.34,7.752,6.579018
2995,5hrw_ligand,5.48,6.63,5.4775,246.119278,-87.395,5.870125,6.11,5.77,5.870125
2996,5hrv_ligand,5.29,6.84,5.6166,251.97493,-90.978,6.202632,6.14,5.54,6.202632
2997,5hrx_ligand,5.29,6.35,5.336,257.758133,-92.172,5.825894,6.15,5.221,5.825894
2998,5gs9_ligand,5.26,6.18,6.6913,247.847961,-99.657,5.107229,5.47,6.096,5.107229
2999,5hct_ligand,7.6,6.26,7.3481,355.594696,-114.407,5.636576,6.48,5.824,5.636576
3000,5hcv_ligand,8.7,10.82,9.3356,431.530762,-142.459,10.445257,8.09,9.247,10.445257
3001,5hjq_ligand,4.72,3.1,5.9754,199.460556,-42.532,2.412808,4.26,3.506,2.412808
3002,5hcy_ligand,8.92,8.36,8.5939,485.981049,-182.744,7.206957,7.75,5.413,7.206957
3003,5hz6_ligand,7.8,7.86,6.4673,413.071655,-104.056,7.463453,7.58,6.943,7.463453
3004,5hz8_ligand,6.4,8.6,6.5223,395.697723,-92.349,7.907603,7.48,7.214,7.907603
3005,5hz9_ligand,7.03,6.77,4.0762,339.80542,-70.634,6.371034,6.65,6.232,6.371034
3006,5hu9_ligand,7.62,10.31,11.9174,599.275696,-248.944,10.30294,9.1,8.979,10.30294
3007,5hwu_ligand,5.27,5.91,1.8889,377.561554,-94.314,5.336554,5.75,5.47,5.336554
3008,5i1q_ligand,7.92,7.06,6.3515,371.144623,-131.146,6.204875,6.48,7.831,6.204875
3009,5hvt_ligand,7.26,7.88,6.6498,291.750793,-100.727,6.864927,6.65,5.248,6.864927
3010,5hvs_ligand,7.15,8.11,2.3578,312.447083,-116.805,7.159003,7.23,2.922,7.159003
3011,5htz_ligand,8.62,8.14,8.5322,398.631317,-121.774,6.982251,6.57,7.544,6.982251
3012,5i7x_ligand,7.28,6.29,4.9534,268.389374,-99.896,5.744729,5.91,4.742,5.744729
3013,5i2e_ligand,6.64,6.68,6.7683,462.158234,-181.744,6.039707,6.87,8.984,6.039707
3014,5i7y_ligand,7.28,6.79,5.6552,315.997467,-121.546,6.414128,6.37,6.103,6.414128
3015,5i2f_ligand,6.49,4.35,1.6424,340.358856,-119.904,3.63912,5.88,6.563,3.63912
3016,5i80_ligand,7.21,6.34,4.7201,280.295303,-93.927,5.589076,5.82,3.855,5.589076
3017,5i29_ligand,7.82,6.9,5.9633,299.760712,-110.355,6.160806,6.19,6.006,6.160806
3018,5i88_ligand,6.6,6.56,5.3944,345.185181,-116.367,5.961408,6.3,5.13,5.961408
3019,5i3v_ligand,7.8,7.03,6.1935,427.059784,-138.146,6.372361,7.18,7.556,6.372361
3020,5i9z_ligand,8.05,7.03,6.0196,383.061859,-129.346,6.441694,6.65,7.284,6.441694
3021,5i3w_ligand,9.22,9.43,8.8092,484.864899,-161.382,9.208101,7.62,7.836,9.208101
3022,5i9x_ligand,7.52,7.49,5.7373,424.283051,-127.248,6.240887,6.71,7.064,6.240887
3023,5i3x_ligand,8.1,8.08,8.2728,579.213165,-191.531,7.165543,8.39,8.33,7.165543
3024,5i9y_ligand,8.55,8.13,7.4347,429.383911,-141.286,7.047647,7.28,8.179,7.047647
3025,5i3y_ligand,9.4,8.43,8.8743,614.731293,-190.679,7.669157,8.73,9.096,7.669157
3026,5ia0_ligand,6.73,6.99,6.8694,401.061829,-127.603,6.534421,6.89,8.375,6.548886
3027,5ia1_ligand,6.28,6.7,5.8662,360.244324,-104.029,6.546444,6.9,6.856,6.546444
3028,5ia2_ligand,7.72,8.28,6.1932,397.072723,-139.814,7.631554,7.09,9.362,7.631554
3029,5ia3_ligand,7.34,7.96,7.1119,387.15094,-132.711,7.187933,7.37,7.814,7.187933
3030,5ii2_ligand,4.89,7.19,4.8835,252.826202,-86.915,5.665396,6.3,5.819,5.665396
3031,5ijr_ligand,3.2,3.43,2.4091,240.588242,-49.671,3.052801,4.67,4.987,3.052801
3032,5igm_ligand,7.38,7.71,6.5705,356.824799,-119.702,6.381628,6.51,5.716,6.381628
3033,5ia5_ligand,7.6,9.45,9.7084,605.84613,-224.815,9.119802,8.64,7.954,9.119802
3034,5ia4_ligand,7.28,9.16,8.6463,594.578461,-223.239,8.304714,8.32,6.727,8.304714
3035,5gmh_ligand,6.31,7.1,5.66,381.444595,-128.516,5.878248,6.65,5.843,5.878248
3036,5ih9_ligand,8.7,7.16,7.3593,388.371582,-128.404,6.070029,6.64,7.037,6.070029
3037,5ie1_ligand,6.85,5.99,6.0562,386.05542,-120.953,5.213446,6.99,7.499,5.213446
3038,5ikb_ligand,8.72,6.67,6.3237,243.172806,-90.749,5.702749,5.68,6.284,5.702749
3039,5ime_ligand,8.34,7.51,7.7817,479.630127,-136.757,6.417823,7.12,7.733,6.417815
3040,5ipc_ligand,4.89,6.44,6.4567,436.078552,-156.984,6.445682,6.53,6.661,6.445682
3041,5ipj_ligand,8.89,7.87,6.9021,382.507736,-110.606,7.350139,7.03,8.051,7.350139
3042,5ihh_ligand,6.41,5.82,2.9793,325.407043,-83.685,5.105762,6.11,6.888,5.105762
3043,5ito_ligand,4.16,6.02,6.8612,297.770477,-117.391,4.948944,6.05,5.715,4.948944
3044,5ioz_ligand,4.96,7.12,6.185,307.020782,-107.484,6.252801,6.44,6.34,6.252801
3045,5itp_ligand,5.0,6.11,7.2264,304.04837,-118.887,5.022735,6.18,5.84,5.022735
3046,5iyy_ligand,4.77,4.17,2.1035,237.744385,-70.707,3.751584,5.03,3.432,3.751584
3047,5j0d_ligand,6.87,6.08,4.6384,356.461395,-110.059,5.710557,6.26,4.005,5.710557
3048,5ivc_ligand,5.92,5.9,4.0974,296.417236,-77.612,5.029479,6.2,8.498,5.029479
3049,5ive_ligand,7.57,7.41,5.7496,267.955078,-72.638,6.559355,6.03,8.981,6.559355
3050,5ivv_ligand,6.35,5.06,3.9387,256.736481,-58.818,4.517683,5.86,8.944,4.517683
3051,5j1x_ligand,5.52,4.25,2.9559,245.86554,-68.741,3.652192,5.2,3.893,3.652192
3052,5ivy_ligand,6.44,5.22,4.2125,287.231155,-74.293,4.907493,5.84,8.819,4.907493
3053,5izj_ligand,11.5,5.92,4.0568,504.861389,-164.081,4.661642,5.95,5.441,4.661642
3054,5j2x_ligand,7.74,6.83,5.114,330.327362,-88.176,6.065029,6.33,4.471,6.065029
3055,5j1r_ligand,4.66,6.21,4.857,276.741043,-102.715,5.484296,5.73,5.371,5.484296
3056,5izf_ligand,9.74,7.19,7.8912,686.033813,-211.57,5.623842,6.78,6.412,5.623842
3057,5j3l_ligand,4.8,6.71,6.0095,320.250046,-106.794,5.560682,6.28,6.682,5.560682
3058,5j7q_ligand,4.58,4.2,2.0169,238.811035,-54.42,3.629927,5.98,2.439,3.629927
3059,5j6l_ligand,7.89,7.27,5.5885,432.209717,-117.329,6.358658,6.87,8.422,6.358658
3060,5j6m_ligand,8.57,7.23,6.0644,425.279083,-124.581,6.633548,6.8,7.671,6.633548
3061,5j6n_ligand,7.77,7.65,5.9004,405.322662,-114.05,6.437053,6.67,7.416,6.437053
3062,5j20_ligand,9.14,7.36,6.1971,417.816772,-128.405,6.76349,6.85,7.732,6.76349
3063,5j27_ligand,6.74,7.64,5.9085,404.228607,-114.117,6.231481,6.64,7.227,6.231481
3064,5j8m_ligand,6.8,6.31,4.8796,316.895599,-84.357,5.671305,6.25,3.863,5.671305
3065,5j8u_ligand,6.47,6.24,4.5202,294.342392,-88.398,5.78085,6.03,7.73,5.78085
3066,5j9x_ligand,7.77,7.17,5.5555,428.059296,-114.704,6.371708,6.79,7.206,6.371708
3067,5isz_ligand,4.49,9.04,14.7312,1062.354797,-306.91,8.837449,11.54,10.14,8.837449
3068,5j7w_ligand,4.89,5.95,3.7696,400.501678,-98.376,5.173438,6.07,7.659,5.173438
3069,5j41_ligand,3.7,5.87,8.6824,477.666412,-141.696,5.340359,6.0,5.129,5.340359
3070,5jfp_ligand,9.32,9.62,8.2873,611.089508,-217.305,7.01176,8.15,10.734,7.01176
3071,5jgi_ligand,4.3,3.95,2.5262,221.001755,-61.939,3.627683,4.83,2.87,3.627683
3072,5j6a_ligand,7.77,6.12,4.2592,353.336365,-113.232,5.509538,6.0,5.585,5.509538
3073,5jgq_ligand,4.62,3.89,2.9697,218.141342,-62.212,3.47695,5.06,3.139,3.47695
3074,5j64_ligand,6.85,6.63,4.8552,304.752792,-91.288,6.044142,6.09,7.893,6.044142
3075,5jg1_ligand,8.72,10.03,8.7449,627.598816,-229.968,7.408343,8.34,10.451,7.408343
3076,5jfu_ligand,8.07,10.41,9.2776,615.117676,-234.849,7.125938,8.51,10.78,7.125938
3077,5jhk_ligand,4.64,4.04,2.2312,262.91864,-70.78,3.606246,5.16,4.596,3.606246
3078,5j82_ligand,6.0,7.87,5.6837,393.690369,-112.961,6.566972,6.71,8.171,6.566972
3079,5ji8_ligand,4.63,3.75,3.3472,212.118729,-50.578,3.472999,5.1,4.435,3.472999
3080,5j86_ligand,8.26,7.54,6.5136,447.039062,-133.011,6.92566,7.03,5.888,6.92566
3081,5jsg_ligand,4.85,6.26,6.3972,405.051941,-132.415,5.749905,7.31,7.626,5.749905
3082,5k03_ligand,4.74,5.8,5.2563,243.11409,-103.725,5.087133,5.8,2.45,5.087133
3083,5k8s_ligand,8.22,7.03,7.0146,331.435623,-142.838,7.362397,6.27,5.622,7.362397
3084,5jq5_ligand,5.63,7.66,6.2437,441.052429,-147.907,6.507229,7.02,6.559,6.507229
3085,5ja0_ligand,5.22,6.84,7.7591,467.841827,-136.776,5.376899,6.3,6.775,5.376899
3086,5k0h_ligand,7.09,7.58,7.7661,486.036499,-184.894,6.529912,7.28,7.136,6.529912
3087,5k9w_ligand,4.59,5.57,6.9639,242.601669,-103.046,5.10033,5.96,5.292,5.10033
3088,5k0m_ligand,8.82,7.54,6.671,408.090149,-136.666,7.17338,6.75,7.865,7.17338
3089,5ka1_ligand,4.48,5.5,6.8466,248.668549,-104.671,5.015594,5.99,5.839,5.015594
3090,5jox_ligand,4.46,3.72,2.0047,179.441818,-55.879,2.777529,4.82,3.217,2.777529
3091,5ka7_ligand,4.35,5.55,7.2017,252.080551,-106.463,5.111092,6.02,5.472,5.111092
3092,5kax_ligand,6.11,7.02,6.6065,411.36676,-141.222,6.613636,7.35,7.108,6.613636
3093,5jy3_ligand,7.92,9.05,8.1688,535.075073,-149.461,8.520572,8.52,7.405,8.520572
3094,5kcb_ligand,6.0,5.88,4.5708,284.818848,-93.91,5.74011,6.74,6.809,5.74011
3095,5jsq_ligand,4.67,5.1,5.4002,280.665573,-101.021,4.237214,5.66,5.153,4.237214
3096,5ka9_ligand,4.41,5.2,6.8904,221.368576,-84.623,4.480579,5.52,5.26,4.480579
3097,5kab_ligand,4.68,4.18,7.0257,212.245575,-81.47,3.60489,5.4,4.609,3.60489
3098,5kad_ligand,4.43,5.04,6.6827,249.824615,-102.678,4.48588,5.93,5.405,4.48588
3099,5km9_ligand,4.25,4.74,2.5815,254.531891,-81.542,4.019611,4.98,5.704,4.019611
3100,5kly_ligand,7.21,6.39,6.9964,416.807404,-164.3,6.693988,6.47,5.867,6.693988
3101,5kma_ligand,4.71,5.47,5.6798,363.59848,-130.999,5.52838,6.04,6.293,5.52838
3102,5kqx_ligand,8.44,9.04,6.1883,661.392365,-214.065,8.10357,9.02,7.453,8.10357
3103,5khm_ligand,8.3,8.62,7.6504,525.294373,-152.54,7.57187,7.18,7.663,7.57187
3104,5ko1_ligand,6.64,6.51,5.2588,394.258118,-113.155,5.763262,6.42,6.26,5.763262
3105,5kqy_ligand,9.29,8.39,7.3237,555.058105,-190.258,6.82651,7.65,8.625,6.82651
3106,5kr0_ligand,9.15,7.69,0.0718,539.280151,-172.802,6.118174,7.38,8.151,6.118174
3107,5kr1_ligand,9.49,8.06,6.8273,553.854584,-178.155,6.666979,7.58,9.039,6.666979
3108,5kej_ligand,5.11,3.72,0.1216,334.703796,-97.457,2.891283,5.26,5.513,2.891283
3109,5l8a_ligand,4.91,6.29,4.379,373.58316,-129.529,6.134435,6.51,5.682,6.134435
3110,5kz0_ligand,7.66,7.29,5.174,400.11377,-123.907,6.201987,6.53,6.769,6.201987
3111,5kr2_ligand,8.48,8.89,8.0269,649.828186,-202.033,8.198636,8.81,7.67,8.198636
3112,5l2s_ligand,7.08,7.89,6.4034,435.0448,-148.624,7.166041,7.0,7.149,7.166041
3113,5l3a_ligand,4.89,4.06,3.0891,211.259491,-60.493,3.840931,5.1,3.611,3.840931
3114,5kby_ligand,8.82,7.73,7.0619,317.829056,-103.38,6.916957,6.37,6.833,6.916957
3115,5l7e_ligand,6.6,7.87,6.7619,384.445053,-117.377,6.957669,7.0,8.358,6.957669
3116,5kva_ligand,5.14,5.76,7.6715,401.727081,-176.521,6.67305,6.47,5.874,6.67305
3117,5l7h_ligand,7.3,10.76,8.8572,425.801239,-140.818,10.16022,7.74,9.429,10.16022
3118,5l7g_ligand,7.8,8.25,7.9808,466.711395,-152.404,7.06838,7.59,7.16,7.06838
3119,5l9g_ligand,7.7,5.81,5.1331,366.658798,-106.027,5.498512,6.04,4.488,5.498512
3120,5l4j_ligand,4.28,4.94,2.3637,261.048264,-53.398,4.26445,5.39,6.337,4.26445
3121,5l4i_ligand,6.59,4.54,5.1178,310.588364,-80.137,3.903028,6.1,6.302,3.903028
3122,5l4m_ligand,5.34,4.41,3.0178,245.779419,-44.493,3.35838,5.11,4.326,3.601232
3123,5l9o_ligand,5.4,4.94,5.5,353.639374,-136.749,5.192698,5.98,5.941,5.192698
3124,5ko5_ligand,4.57,4.53,3.2309,158.893463,-49.489,3.667933,4.67,3.489,3.667933
3125,5l9i_ligand,7.0,6.69,5.8864,326.985352,-115.791,6.370257,6.32,5.707,6.370257
3126,5lne_ligand,4.76,4.21,0.0923,227.875549,-73.987,4.080755,5.09,2.896,4.080755
3127,5ldm_ligand,3.86,2.76,1.5644,223.269211,-63.376,2.569736,4.75,5.443,2.569736
3128,5l9l_ligand,7.1,5.85,5.0433,345.907135,-107.637,5.335132,6.13,5.487,5.335132
3129,5ldp_ligand,4.17,3.85,2.7782,312.304626,-74.129,3.367676,5.0,5.209,3.367676
3130,5lso_ligand,5.85,7.43,9.0669,412.829407,-167.567,6.29415,6.63,8.582,6.29415
3131,5lny_ligand,7.38,9.11,6.9537,435.424042,-139.561,7.972265,7.24,9.161,7.972265
