Receptor	Ligand	Score(pK)	Energy	gauss_1	gauss_2	repulsion	hydrophobic	Hydrogen	Cl	Br	I
6e6m_protein	6e6m_ligand	6.177625	-8.426280	70.32150	1132.63164	1.51415	64.94466	0.94418	0.00000	0.00000	0.00000	
6e7j_protein	6e7j_ligand	6.549076	-8.932940	124.12216	2306.89905	5.74773	59.00651	5.03722	0.00000	0.00000	0.00000	
6e7r_protein	6e7r_ligand	6.451173	-8.799400	136.48284	1724.81851	4.42461	70.93027	2.86215	0.00000	0.00000	0.00000	
6e7t_protein	6e7t_ligand	6.935682	-9.460270	141.54855	1874.07859	3.19471	77.36754	2.80274	0.00000	0.00000	0.00000	
6e7u_protein	6e7u_ligand	6.702317	-9.141960	146.00095	1934.54950	4.08228	83.68493	2.87713	0.00000	0.00000	0.00000	
6e9a_protein	6e9a_ligand	6.948057	-9.477150	131.64975	2135.88685	4.83781	58.89531	5.56010	0.00000	0.00000	0.00000	
6e22_protein	6e22_ligand	5.476906	-7.470500	131.99292	1416.34198	5.11300	44.76048	2.88528	0.00000	0.00000	0.00000	
6e23_protein	6e23_ligand	7.421356	-10.122730	137.77751	1926.84165	4.58909	53.71259	1.87516	0.00000	0.00000	0.00000	
6edr_protein	6edr_ligand	4.193893	-5.720470	93.38064	1367.47870	3.20415	9.59786	3.77120	0.00000	0.00000	0.00000	
6ei5_protein	6ei5_ligand	8.556730	-11.671380	112.69479	1583.33615	1.46258	91.36743	1.00000	0.00000	0.00000	0.00000	
6eif_protein	6eif_ligand	5.569765	-7.597160	62.00017	1245.59280	1.41093	43.74755	0.29496	0.00000	0.00000	0.00000	
6eij_protein	6eij_ligand	5.701202	-7.776440	86.89273	1609.36700	3.60099	48.92011	1.49214	0.00000	0.00000	0.00000	
6eiq_protein	6eiq_ligand	5.756180	-7.851430	71.37922	1461.87169	1.83563	35.03172	1.82792	0.00000	0.00000	0.00000	
6eir_protein	6eir_ligand	5.263218	-7.179030	68.10285	1618.66561	2.71552	28.13662	2.16928	0.00000	0.00000	0.00000	
6eis_protein	6eis_ligand	8.473732	-11.558170	73.66627	1697.29047	0.97125	64.16345	1.33445	0.00000	0.00000	0.00000	
6eiz_protein	6eiz_ligand	3.647507	-4.975200	17.09309	906.74228	0.13088	56.49053	0.00000	0.00000	0.00000	0.00000	
6ej2_protein	6ej2_ligand	7.783255	-10.616360	81.22176	1476.08816	3.50893	51.55670	4.78217	0.00000	0.00000	0.00000	
6ej3_protein	6ej3_ligand	7.954956	-10.850560	75.51413	1432.23152	2.41429	55.06057	4.18887	0.00000	0.00000	0.00000	
6ekq_protein	6ekq_ligand	4.359113	-5.945830	58.79229	932.59260	1.00878	23.94379	0.15646	0.00000	0.00000	0.00000	
6el5_protein	6el5_ligand	6.049413	-8.251400	101.08123	1619.99907	1.58549	32.10144	1.03566	0.00000	0.00000	0.00000	
6eln_protein	6eln_ligand	6.009567	-8.197050	91.36471	1336.93562	1.95556	22.40912	1.40913	0.00000	0.00000	0.00000	
6elo_protein	6elo_ligand	6.811422	-9.290780	95.99143	1410.18081	1.90049	42.04039	1.52825	0.00000	0.00000	0.00000	
6elp_protein	6elp_ligand	7.104978	-9.691190	125.09289	1500.96080	2.55523	70.06623	0.99652	0.00000	0.00000	0.00000	
6eog_protein	6eog_ligand	5.154619	-7.030900	99.47874	1126.49083	3.68996	13.48382	4.86973	0.43507	0.00000	0.00000	
6eol_protein	6eol_ligand	5.470836	-7.462220	103.65069	1157.36017	3.69845	12.94182	5.20699	0.90152	0.00000	0.00000	
6ep4_protein	6ep4_ligand	2.813834	-3.838070	55.17750	982.40456	1.99631	27.05500	0.00000	0.00000	0.00000	0.00000	
6epa_protein	6epa_ligand	5.386004	-7.346510	57.98390	1045.28023	1.62226	77.70005	1.16010	0.00000	0.00000	0.00000	
6epy_protein	6epy_ligand	7.184311	-9.799400	138.63957	2001.59783	6.69303	0.00000	13.45763	0.00000	0.00000	0.00000	
6epz_protein	6epz_ligand	6.175572	-8.423480	109.28903	1350.36077	5.22913	0.00000	10.04313	0.00000	0.00000	0.00000	
6eq1_protein	6eq1_ligand	7.509135	-10.242460	191.27689	2641.37723	10.06828	0.00000	15.43118	0.00000	0.00000	0.00000	
6eq2_protein	6eq2_ligand	3.979106	-5.427500	84.08230	637.78251	4.39963	25.09306	3.61640	0.00000	0.00000	0.00000	
6eq3_protein	6eq3_ligand	4.590345	-6.261230	93.81198	1043.66509	4.27468	33.58309	1.47847	0.00000	0.00000	0.00000	
6eq5_protein	6eq5_ligand	4.090982	-5.580100	73.00168	581.18789	2.06907	37.13266	1.00000	0.00000	0.00000	0.00000	
6eq7_protein	6eq7_ligand	6.450638	-8.798670	105.73051	1056.40431	4.30398	39.35200	3.54479	0.00000	0.00000	0.00000	
6eq8_protein	6eq8_ligand	6.413768	-8.748380	123.56557	1320.77930	5.98966	0.00000	10.92687	0.00000	0.00000	0.00000	
6eqp_protein	6eqp_ligand	5.112823	-6.973890	62.53592	1129.95632	0.91689	49.30143	0.00000	0.00000	0.00000	0.00000	
6eqv_protein	6eqv_ligand	5.836774	-7.961360	140.05413	2140.15073	6.85447	22.28962	11.00930	0.00000	0.00000	0.00000	
6eqw_protein	6eqw_ligand	6.167163	-8.412010	153.37377	2282.32122	7.62146	24.76740	12.81712	0.00000	0.00000	0.00000	
6eqx_protein	6eqx_ligand	5.722669	-7.805720	173.06592	2574.59762	9.41189	24.67140	15.47176	0.00000	0.00000	0.00000	
6euc_protein	6euc_ligand	4.198600	-5.726890	75.03366	1016.83470	1.41655	39.48622	1.07152	0.00000	0.00000	0.00000	
6euw_protein	6euw_ligand	6.418358	-8.754640	131.43587	1505.53992	6.04383	50.18262	2.87053	0.00000	0.00000	0.00000	
6eux_protein	6eux_ligand	5.729707	-7.815320	125.49467	1501.56053	5.32182	44.25895	0.61216	0.00000	0.00000	0.00000	
6evn_protein	6evn_ligand	4.617955	-6.298890	119.50495	1261.56091	5.18418	34.47573	5.91870	0.00000	0.00000	0.00000	
6exi_protein	6exi_ligand	6.063336	-8.270390	90.88492	1336.65076	4.21304	0.00000	6.15341	0.00000	0.00000	0.00000	
6exj_protein	6exj_ligand	4.320191	-5.892740	131.58522	1628.08822	8.22403	49.08831	10.70244	0.00000	0.00000	0.00000	
6exs_protein	6exs_ligand	3.048746	-4.158490	79.43733	1188.20911	6.15653	16.55006	4.20092	0.00000	0.00000	0.00000	
6ey8_protein	6ey8_ligand	7.172111	-9.782760	110.48729	1560.76624	2.92576	62.90459	1.55403	0.00000	0.00000	0.00000	
6ey9_protein	6ey9_ligand	7.315704	-9.978620	108.48966	1636.09056	3.04025	62.32745	1.65975	0.00000	0.00000	0.00000	
6eya_protein	6eya_ligand	7.491782	-10.218790	117.14221	1656.25050	3.33131	56.45603	1.23239	0.00000	0.00000	0.00000	
6eyb_protein	6eyb_ligand	7.303050	-9.961360	109.61245	1527.95910	2.57889	67.06002	1.04855	0.00000	0.00000	0.00000	
6eyt_protein	6eyt_ligand	7.361818	-10.041520	125.55800	1641.28547	6.21214	8.09082	10.48405	0.00000	0.00000	0.00000	
6ezq_protein	6ezq_ligand	4.753922	-6.484350	113.83703	1561.29420	3.92922	60.42038	1.50510	0.00000	0.00000	0.00000	
6f1n_protein	6f1n_ligand	5.848431	-7.977260	101.87142	1685.59420	3.65758	21.09965	3.72905	0.00000	0.00000	0.00000	
6f05_protein	6f05_ligand	3.327089	-4.538150	76.17754	1000.30609	5.93203	0.84723	7.50320	0.00000	0.00000	0.00000	
6f9g_protein	6f9g_ligand	2.298123	-3.134640	48.21221	398.21735	3.95764	22.18380	4.50151	0.00000	0.00000	0.00000	
6f20_protein	6f20_ligand	2.742287	-3.740480	72.91178	841.48660	4.46905	34.49379	0.00000	0.00000	0.00000	0.00000	
6f90_protein	6f90_ligand	4.724677	-6.444460	69.50453	955.08486	4.32443	0.00000	6.47670	0.00000	0.00000	0.00000	
6f92_protein	6f92_ligand	4.797221	-6.543410	64.82335	931.83053	3.39108	0.00000	5.82747	0.00000	0.00000	0.00000	
6fa4_protein	6fa4_ligand	5.317749	-7.253410	83.21772	1142.82435	0.61368	35.40754	0.36976	0.00000	0.00000	0.00000	
6faa_protein	6faa_ligand	4.843292	-6.606250	91.91045	1233.58543	7.22460	0.00000	9.78670	0.00000	0.00000	0.00000	
6fba_protein	6fba_ligand	4.643087	-6.333170	61.56763	767.47241	2.15289	49.49389	1.07229	0.00000	0.00000	0.00000	
6fcj_protein	6fcj_ligand	5.263226	-7.179040	67.33462	1206.11385	1.62327	24.41407	0.57214	0.00000	0.00000	0.00000	
6fgg_protein	6fgg_ligand	3.781554	-5.158040	43.01610	810.57393	0.43363	24.80441	0.76631	0.00000	0.00000	0.00000	
6fh3_protein	6fh3_ligand	2.489890	-3.396210	60.15251	688.29674	7.95510	1.66565	9.56915	0.00000	0.00000	0.00000	
6fhk_protein	6fhk_ligand	6.792405	-9.264840	118.08837	1726.86131	5.96761	0.00000	8.44090	0.00000	0.00000	0.00000	
6fmc_protein	6fmc_ligand	3.905535	-5.327150	83.83510	1016.90247	3.93429	18.82177	5.67398	0.00000	0.00000	0.00000	
6fmj_protein	6fmj_ligand	5.675103	-7.740840	98.09387	1306.53342	3.76161	38.48044	3.85901	0.00000	0.00000	0.00000	
6fnf_protein	6fnf_ligand	9.865389	-13.456390	163.33627	2275.30445	5.37676	83.80151	3.76796	0.00000	0.00000	0.00000	
6fng_protein	6fng_ligand	9.924641	-13.537210	158.53410	2221.08287	4.11693	74.69048	3.45792	0.00000	0.00000	0.00000	
6fni_protein	6fni_ligand	10.483446	-14.299420	157.21261	2311.69181	3.72670	83.47969	3.42584	0.00000	0.00000	0.00000	
6fnj_protein	6fnj_ligand	10.106166	-13.784810	164.43936	2204.86847	3.74538	76.41994	3.18887	0.00000	0.00000	0.00000	
6fnq_protein	6fnq_ligand	3.046518	-4.155450	61.68749	866.07495	3.86115	3.35299	2.72813	0.00000	0.00000	0.00000	
6fnr_protein	6fnr_ligand	3.104062	-4.233940	45.97607	714.89362	3.42679	4.20310	4.07315	0.00000	0.00000	0.00000	
6fo5_protein	6fo5_ligand	5.877507	-8.016920	80.21188	1363.71110	1.49400	45.37209	1.82418	0.00000	0.00000	0.00000	
6fs0_protein	6fs0_ligand	11.786598	-16.076920	124.32892	1937.83230	2.70398	96.53132	2.47644	0.14622	0.00000	0.00000	
6fs1_protein	6fs1_ligand	7.800506	-10.639890	119.57634	1804.99449	1.12275	116.07879	1.35030	0.00000	0.00000	0.00000	
6fsy_protein	6fsy_ligand	5.468350	-7.458830	58.84467	984.12832	0.49983	57.80547	0.72841	0.00000	0.00000	0.00000	
6ftf_protein	6ftf_ligand	7.318123	-9.981920	114.52317	1524.74340	4.84747	15.03007	6.17953	0.00000	0.00000	0.00000	
6ftp_protein	6ftp_ligand	6.538996	-8.919190	139.57323	1712.93692	5.33132	81.15190	1.57282	0.00000	0.00000	0.00000	
6ftz_protein	6ftz_ligand	5.473673	-7.466090	95.74413	1025.06658	2.60271	24.64020	3.51211	0.00000	0.00000	0.00000	
6fuh_protein	6fuh_ligand	6.298299	-8.590880	124.69302	1386.23602	4.00069	22.11393	5.71967	0.00000	0.00000	0.00000	
6fui_protein	6fui_ligand	6.913937	-9.430610	136.22957	1461.49522	5.10317	22.03338	6.12042	0.00000	0.00000	0.00000	
6fuj_protein	6fuj_ligand	4.910792	-6.698320	81.43389	1084.33986	2.02869	21.46784	2.24090	0.00000	0.00000	0.00000	
6fz4_protein	6fz4_ligand	5.376166	-7.333090	105.94761	1073.76742	3.50243	19.03580	3.06103	0.00000	0.00000	0.00000	
6g0z_protein	6g0z_ligand	6.514993	-8.886450	133.05071	1216.08021	6.60484	0.00000	12.48342	0.00000	0.00000	0.00000	
6g2b_protein	6g2b_ligand	5.241342	-7.149190	96.89109	894.65011	2.63076	44.15220	1.00000	0.00000	0.00000	0.00000	
6g2c_protein	6g2c_ligand	5.216224	-7.114930	89.02203	939.03450	2.29191	36.65593	1.00000	0.00000	0.00000	0.00000	
6g2e_protein	6g2e_ligand	4.949809	-6.751540	84.01015	987.69552	2.41501	42.45985	1.00000	0.00000	0.00000	0.00000	
6g2f_protein	6g2f_ligand	6.770557	-9.235040	96.33222	1170.69798	2.05444	56.78114	1.00000	0.00000	0.00000	0.00000	
6g2l_protein	6g2l_ligand	6.393380	-8.720570	143.42144	1760.28214	6.81710	26.99357	5.79307	0.00000	0.00000	0.00000	
6g2m_protein	6g2m_ligand	6.968908	-9.505590	129.73701	1782.01274	5.30034	32.83009	4.92838	0.00000	0.00000	0.00000	
6g2o_protein	6g2o_ligand	6.792691	-9.265230	107.32249	1238.56263	3.15067	69.13381	2.01032	0.00000	0.00000	0.00000	
6g2r_protein	6g2r_ligand	6.107955	-8.331250	98.21708	1264.39344	6.20198	38.27583	8.69325	0.00000	0.00000	0.00000	
6g2s_protein	6g2s_ligand	6.213446	-8.475140	88.29211	1221.42439	4.19671	33.41145	7.42293	0.00000	0.00000	0.00000	
6g3a_protein	6g3a_ligand	5.823512	-7.943270	67.74765	1280.71883	2.68923	14.16161	4.34114	0.00000	0.00000	0.00000	
6g9i_protein	6g9i_ligand	4.539179	-6.191440	38.25743	925.18744	0.47680	54.39424	0.00000	0.00000	0.00000	0.00000	
6g9x_protein	6g9x_ligand	2.252808	-3.072830	34.61167	577.62266	2.26725	16.73197	0.77296	0.00000	0.00000	0.00000	
6g14_protein	6g14_ligand	5.824773	-7.944990	135.89441	1277.83843	7.60177	0.00000	13.65421	0.00000	0.00000	0.00000	
6g24_protein	6g24_ligand	4.018658	-5.481450	68.43781	724.90014	1.03330	32.53026	0.00000	0.00000	0.00000	0.00000	
6g25_protein	6g25_ligand	5.226723	-7.129250	84.56680	943.73811	2.94538	56.06430	1.00000	0.00000	0.00000	0.00000	
6g27_protein	6g27_ligand	6.036070	-8.233200	85.46462	915.74387	2.57507	88.86673	0.81999	0.00000	0.00000	0.00000	
6g29_protein	6g29_ligand	6.112588	-8.337570	91.63569	940.89147	2.54917	70.50858	1.48115	0.00000	0.00000	0.00000	
6g34_protein	6g34_ligand	5.566620	-7.592870	66.35212	1282.11223	2.96243	19.29884	3.76601	0.00000	0.00000	0.00000	
6g37_protein	6g37_ligand	5.559971	-7.583800	62.82430	1296.33603	2.54248	10.34128	3.77658	0.00000	0.00000	0.00000	
6g38_protein	6g38_ligand	5.273277	-7.192750	58.30262	1207.31118	2.30767	11.59399	3.58833	0.00000	0.00000	0.00000	
6g39_protein	6g39_ligand	5.641701	-7.695280	66.76728	1276.68154	2.80853	17.74799	3.88299	0.00000	0.00000	0.00000	
6ge7_protein	6ge7_ligand	3.271694	-4.462590	52.00330	977.05146	1.81773	95.03864	0.33699	0.00000	0.00000	0.00000	
6gf9_protein	6gf9_ligand	3.713996	-5.065890	46.98637	922.28084	0.48453	99.53008	0.00000	0.00000	0.00000	0.00000	
6gfs_protein	6gfs_ligand	3.548695	-4.840420	39.74019	855.06745	0.33288	84.82330	0.00000	0.00000	0.00000	0.00000	
6gfz_protein	6gfz_ligand	6.125044	-8.354560	109.72105	1496.27004	4.28885	51.47210	3.74974	0.00000	0.00000	0.00000	
6gg4_protein	6gg4_ligand	4.405865	-6.009600	61.84061	820.43889	2.03151	27.45586	2.64067	0.00000	0.00000	0.00000	
6ghh_protein	6ghh_ligand	3.625550	-4.945250	42.88717	785.71165	0.34114	80.84671	0.00000	0.00000	0.00000	0.00000	
6ghj_protein	6ghj_ligand	4.725667	-6.445810	94.60475	1295.19478	4.94874	42.41948	5.14459	0.00000	0.00000	0.00000	
6gj6_protein	6gj6_ligand	5.434172	-7.412210	81.68339	1109.88068	3.68301	47.92721	2.91740	0.00000	0.00000	0.00000	
6gj8_protein	6gj8_ligand	5.172801	-7.055700	87.33220	1233.41315	3.56753	49.15024	3.33174	0.00000	0.00000	0.00000	
6gji_protein	6gji_ligand	3.976811	-5.424370	66.65202	1043.84089	2.10684	20.14970	2.44016	0.00000	0.00000	0.00000	
6gjj_protein	6gjj_ligand	4.109626	-5.605530	62.77645	954.36527	1.70370	19.12657	2.84626	0.00000	0.00000	0.00000	
6gjl_protein	6gjl_ligand	4.200169	-5.729030	77.13600	1082.86201	1.89486	19.39794	1.97807	0.00000	0.00000	0.00000	
6gjm_protein	6gjm_ligand	4.127126	-5.629400	69.93936	987.05771	1.67843	21.18259	2.58175	0.00000	0.00000	0.00000	
6gjn_protein	6gjn_ligand	5.850953	-7.980700	110.92887	1493.69367	4.39898	34.70041	3.92753	0.00000	0.00000	0.00000	
6gjr_protein	6gjr_ligand	4.460081	-6.083550	87.68694	1155.56373	2.41925	19.39017	2.35856	0.00000	0.00000	0.00000	
6gl8_protein	6gl8_ligand	8.488468	-11.578270	131.68385	1763.98745	1.40085	95.19844	1.21388	0.00000	0.00000	0.00000	
6gl9_protein	6gl9_ligand	5.612163	-7.654990	98.16317	1463.28364	4.73658	32.79239	1.33935	0.00000	0.00000	0.00000	
6gla_protein	6gla_ligand	4.904413	-6.689620	91.64798	1441.59596	5.57071	27.98631	1.48070	0.00000	0.00000	0.00000	
6glb_protein	6glb_ligand	5.551972	-7.572890	85.37085	1464.68645	2.94112	30.31025	0.28242	0.00000	0.00000	0.00000	
6gnm_protein	6gnm_ligand	4.319575	-5.891900	40.46139	1010.52055	0.83697	36.83536	0.06418	0.00000	0.00000	0.00000	
6gnp_protein	6gnp_ligand	2.649032	-3.613280	16.49501	471.87527	0.03734	17.82523	0.00000	0.00000	0.00000	0.00000	
6gnr_protein	6gnr_ligand	4.615183	-6.295110	41.40900	938.86762	0.30452	38.27486	0.00000	0.00000	0.00000	0.00000	
6gnw_protein	6gnw_ligand	3.612104	-4.926910	45.75320	846.84641	1.72769	24.75663	0.00000	1.45209	0.00000	0.00000	
6gon_protein	6gon_ligand	4.992837	-6.810230	37.07740	1444.60918	1.00656	47.76452	0.00000	0.00000	0.00000	0.00000	
6guc_protein	6guc_ligand	5.866518	-8.001930	59.10905	1114.95224	1.72588	37.45624	2.08285	0.00000	0.00000	0.00000	
6gue_protein	6gue_ligand	6.793585	-9.266450	92.67985	1534.51378	2.65642	38.45489	2.79825	0.00000	0.00000	0.00000	
6guh_protein	6guh_ligand	6.753519	-9.211800	91.59246	1560.10202	2.39980	37.15968	2.24416	0.00000	0.00000	0.00000	
6guk_protein	6guk_ligand	6.658820	-9.082630	91.58518	1510.09902	3.12956	32.03570	3.28743	0.00000	0.00000	0.00000	
6gvf_protein	6gvf_ligand	6.360015	-8.675060	71.99193	1222.86729	2.15322	24.17395	3.90237	0.00000	0.00000	0.00000	
6gvz_protein	6gvz_ligand	5.357236	-7.307270	58.47484	1252.61585	0.41442	46.31177	0.82223	0.00000	0.00000	0.00000	
6gw4_protein	6gw4_ligand	5.278710	-7.200160	58.57506	1184.38157	0.71228	52.98016	1.18529	0.00000	0.00000	0.00000	
6gwe_protein	6gwe_ligand	6.177265	-8.425790	130.41067	1927.41514	6.94818	49.13208	3.67215	0.00000	0.00000	0.00000	
6gwr_protein	6gwr_ligand	8.184062	-11.163060	139.27825	2140.59201	3.22135	67.16650	2.36632	0.00000	0.00000	0.00000	
6gxg_protein	6gxg_ligand	3.405792	-4.645500	57.85358	642.23894	1.53398	22.75086	0.06999	0.00000	0.00000	0.00000	
6gzd_protein	6gzd_ligand	5.307309	-7.239170	65.93832	1280.29129	2.18244	26.11310	2.61570	0.00000	0.00000	0.00000	
6gzm_protein	6gzm_ligand	6.116356	-8.342710	81.09759	1397.81547	2.12436	35.84506	2.48535	0.00000	0.00000	0.00000	
6h1d_protein	6h1d_ligand	6.817683	-9.299320	117.01997	1873.65389	5.44327	3.41240	8.20925	0.00000	0.00000	0.00000	
6h1u_protein	6h1u_ligand	4.442625	-6.059740	69.08144	677.01499	5.35546	2.60059	9.80091	0.00000	0.00000	0.00000	
6h2t_protein	6h2t_ligand	4.556070	-6.214480	77.84518	755.12416	5.60439	5.91097	9.67943	0.00000	0.00000	0.00000	
6h8s_protein	6h8s_ligand	5.340220	-7.284060	50.40781	1065.55573	1.14971	26.01327	2.25825	0.00000	0.00000	0.00000	
6hai_protein	6hai_ligand	10.306943	-14.058670	203.42317	3461.36744	7.27213	123.05249	4.58149	0.00000	0.00000	0.00000	
6hax_protein	6hax_ligand	9.564399	-13.045840	202.09450	3012.97442	4.41445	104.70193	6.31115	0.00000	0.00000	0.00000	
6hay_protein	6hay_ligand	8.781393	-11.977820	231.67990	3214.71183	7.17058	105.19910	7.74313	0.00000	0.00000	0.00000	
6hd6_protein	6hd6_ligand	5.545073	-7.563480	63.11318	1380.40531	0.95115	47.28312	0.00000	0.00000	0.00000	0.00000	
6hgf_protein	6hgf_ligand	7.221400	-9.849990	78.88118	1346.53445	1.31067	71.17665	1.22776	0.00000	0.00000	0.00000	
6hgg_protein	6hgg_ligand	7.103732	-9.689490	79.44132	1274.80281	0.76592	77.26132	0.34979	0.00000	0.00000	0.00000	
6hgi_protein	6hgi_ligand	6.792962	-9.265600	68.38691	1285.07284	1.15846	75.21850	0.28648	0.00000	0.00000	0.00000	
6hgj_protein	6hgj_ligand	6.059391	-8.265010	53.07344	1192.83789	0.17244	61.22646	0.26671	0.00000	0.00000	0.00000	
6hgr_protein	6hgr_ligand	4.804370	-6.553160	96.75766	1063.52578	7.86022	0.00000	10.48302	0.00000	0.00000	0.00000	
6hgs_protein	6hgs_ligand	6.017463	-8.207820	107.85184	1179.01768	7.73686	0.00000	12.63686	0.00000	0.00000	0.00000	
6hh3_protein	6hh3_ligand	5.597727	-7.635300	155.39256	1704.62578	8.51889	0.00000	9.18894	0.00000	0.00000	0.00000	
6hh5_protein	6hh5_ligand	5.295081	-7.222490	153.88417	1646.25298	7.24118	1.61000	6.71646	0.00000	0.00000	0.00000	
6hhr_protein	6hhr_ligand	5.665367	-7.727560	86.43903	1294.90252	2.34152	18.10299	1.14474	0.00000	0.00000	0.00000	
6hk3_protein	6hk3_ligand	6.013072	-8.201830	73.15463	1613.27031	2.49292	33.44685	2.24785	0.00000	0.00000	0.00000	
6hk4_protein	6hk4_ligand	5.812639	-7.928440	76.95941	1544.33747	2.66465	26.53472	1.85030	0.00000	0.00000	0.00000	
6hke_protein	6hke_ligand	3.252617	-4.436570	74.69538	693.39962	4.92032	7.60273	5.07535	0.00000	0.00000	0.00000	
6hly_protein	6hly_ligand	4.945249	-6.745320	94.69529	1291.72909	4.37541	27.52761	5.40965	0.00000	0.00000	0.00000	
6hm1_protein	6hm1_ligand	5.767053	-7.866260	129.04955	1709.12831	4.98732	18.08979	6.40924	0.00000	0.00000	0.00000	
6hmg_protein	6hmg_ligand	4.200836	-5.729940	72.95251	1081.83423	5.92531	10.86830	7.65898	0.00000	0.00000	0.00000	
6hni_protein	6hni_ligand	5.073314	-6.920000	112.09073	987.31640	6.70731	18.86301	7.54701	0.00000	0.00000	0.00000	
6hoq_protein	6hoq_ligand	4.871525	-6.644760	65.19500	847.18237	2.27906	51.07387	2.45677	0.00000	0.00000	0.00000	
6hpw_protein	6hpw_ligand	5.739875	-7.829190	149.22364	1149.71145	7.15087	56.56296	4.16008	0.00000	0.00000	0.00000	
6hq7_protein	6hq7_ligand	7.679516	-10.474860	104.17978	1446.33238	4.63622	0.00000	7.55244	0.00000	0.00000	0.00000	
6hr2_protein	6hr2_ligand	9.404465	-12.827690	212.35502	3141.93681	6.86867	105.66226	7.26218	0.00000	0.00000	0.00000	
6ht1_protein	6ht1_ligand	4.444377	-6.062130	128.08662	1258.46225	7.94232	42.23089	2.76442	0.00000	0.00000	0.00000	
6hza_protein	6hza_ligand	7.446532	-10.157070	169.43612	2452.69437	8.24859	24.63485	14.50622	0.00000	0.00000	0.00000	
6hzb_protein	6hzb_ligand	6.914758	-9.431730	160.35992	2323.23771	8.29797	25.73200	14.11751	0.00000	0.00000	0.00000	
6hzy_protein	6hzy_ligand	4.120227	-5.619990	82.44657	1041.93428	6.78587	14.03016	6.79613	0.00000	0.00000	0.00000	
6i0z_protein	6i0z_ligand	5.729230	-7.814670	60.99150	863.76779	0.94375	56.26740	0.80031	0.00000	0.00000	0.00000	
6i5g_protein	6i5g_ligand	4.021173	-5.484880	57.92003	1284.04093	2.09354	61.21441	1.00000	0.00000	0.00000	0.00000	
6i8m_protein	6i8m_ligand	7.432287	-10.137640	90.86966	1261.73096	1.96138	63.57914	2.72550	0.00000	0.00000	0.00000	
6i8t_protein	6i8t_ligand	7.209113	-9.833230	99.57475	1225.32383	2.20499	56.09052	2.69789	0.00000	0.00000	0.00000	
6i8y_protein	6i8y_ligand	5.206290	-7.101380	92.28600	1010.61669	1.70301	39.36747	1.95797	0.00000	0.00000	0.00000	
6i11_protein	6i11_ligand	7.406246	-10.102120	89.55983	1276.92803	0.82830	82.81474	0.82713	0.00000	0.00000	0.00000	
6i12_protein	6i12_ligand	7.606129	-10.374760	92.56139	1297.71467	0.75204	84.29955	0.83824	0.00000	0.00000	0.00000	
6i13_protein	6i13_ligand	7.192229	-9.810200	88.19538	1249.42755	0.84486	80.83129	0.68174	0.00000	0.00000	0.00000	
6i14_protein	6i14_ligand	7.911804	-10.791700	99.36824	1355.36109	0.92926	88.57574	0.79075	0.00000	0.00000	0.00000	
6i17_protein	6i17_ligand	8.281569	-11.296060	120.25834	1603.98074	1.99398	85.59978	1.22326	0.00000	0.00000	0.00000	
6i18_protein	6i18_ligand	7.963842	-10.862680	109.24758	1464.79538	1.02521	83.43231	0.90169	0.00000	0.00000	0.00000	
6i61_protein	6i61_ligand	6.929230	-9.451470	76.38872	1192.34077	2.19010	89.13221	2.57871	0.00000	0.00000	0.00000	
6i62_protein	6i62_ligand	5.642544	-7.696430	78.94011	1241.22230	5.43539	88.71492	2.97436	0.00000	0.00000	0.00000	
6i63_protein	6i63_ligand	6.397346	-8.725980	63.28200	1101.42757	2.31379	78.95392	2.55084	0.00000	0.00000	0.00000	
6i64_protein	6i64_ligand	6.042163	-8.241510	62.31066	1066.46266	2.64071	76.35704	2.58099	0.00000	0.00000	0.00000	
6i65_protein	6i65_ligand	4.000960	-5.457310	42.81380	686.35323	2.05421	52.73738	1.27260	0.00000	0.00000	0.00000	
6i66_protein	6i66_ligand	4.069230	-5.550430	45.76385	764.57617	2.40371	57.82425	1.34710	0.00000	0.00000	0.00000	
6i67_protein	6i67_ligand	4.913094	-6.701460	46.91905	756.09177	1.84825	56.88449	1.51146	0.00000	0.00000	0.00000	
6ibk_protein	6ibk_ligand	3.838805	-5.236130	75.93891	859.67279	6.63310	5.90281	7.48202	0.00000	0.00000	0.00000	
6idb_protein	6idb_ligand	3.835198	-5.231210	80.95191	1221.31227	4.21253	17.53406	7.11181	0.00000	0.00000	0.00000	
6idg_protein	6idg_ligand	6.790161	-9.261780	109.65746	1675.16305	5.42207	11.45244	3.79268	0.00000	0.00000	0.00000	
6iez_protein	6iez_ligand	6.342551	-8.651240	83.03891	1771.48533	2.54908	73.14748	3.33015	0.00000	0.00000	0.00000	
6if0_protein	6if0_ligand	6.696019	-9.133370	85.30341	1786.31181	2.53753	76.03340	3.33866	0.00000	0.00000	0.00000	
6ift_protein	6ift_ligand	6.652999	-9.074690	149.70257	1937.48016	7.85146	3.70893	8.08798	0.00000	0.00000	0.00000	
6iht_protein	6iht_ligand	2.819883	-3.846320	91.41692	899.87653	5.44621	0.00000	4.14626	0.00000	0.00000	0.00000	
6im4_protein	6im4_ligand	6.056525	-8.261100	146.44686	1963.48722	5.95105	25.83542	9.32604	0.00000	0.00000	0.00000	
6ior_protein	6ior_ligand	3.873534	-5.283500	55.95052	668.64514	3.77374	7.20006	6.54613	0.00000	0.00000	0.00000	
6ios_protein	6ios_ligand	4.174655	-5.694230	47.08136	648.05037	3.27669	17.94558	5.35263	0.00000	0.00000	0.00000	
