FileName,SMILES
5k9w_ligand.mol2,[H]N(C(=O)C(=O)[O-])C1=C(C(=O)[O-])C2=C(S1)C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H]
5ka1_ligand.mol2,[H]N(C(=O)C(=O)[O-])C1=C(C(=O)[O-])C2=C(S1)C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H]
5ka7_ligand.mol2,[H]N(C(=O)C(=O)[O-])C1=C(C(=O)[O-])C2=C(S1)C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H]
5ka9_ligand.mol2,[H]N(C(=O)C(=O)[O-])C1=C(C(=O)[O-])C2=C(S1)C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H]
5kab_ligand.mol2,[H]c1nc([H])c2c(c1[H])C(C(=O)[O-])=C(N([H])C(=O)C(=O)[O-])S2
5kad_ligand.mol2,[H]N(C(=O)C(=O)[O-])C1=C(C(=O)[O-])C2=C(S1)C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H]
5kat_ligand.mol2,[H]c1c([H])c([H])c([P+](c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
5kax_ligand.mol2,[H]c1c([H])c([H])c(C2([H])c3c([H])c(C([H])([H])[H])c(N([H])C([H])([H])C([H])([H])[H])c([H])c3Oc3c([H])c(N([H])C([H])([H])C([H])([H])[H])c(C([H])([H])[H])c([H])c32)c(C(=O)OC([H])([H])C([H])([H])[H])c1[H]
5kbe_ligand.mol2,[H]Oc1c([H])c([H])c([H])c([H])c1[H]
5kby_ligand.mol2,[H]C1=C(N2C([H])([H])C([H])([H])C([H])([H])[C@@]([H])([N+]([H])([H])[H])C2([H])[H])N(C([H])([H])c2c([H])c(F)c([H])c([H])c2C#N)C(=O)N(C([H])([H])[H])C1=O
5kcb_ligand.mol2,[H]c1c([H])c([H])c(C2([H])c3c([H])c(N([H])[H])c([H])c([H])c3-c3c([H])c([H])c(N([H])[H])c([H])c3N2C([H])([H])C([H])([H])[H])c([H])c1[H]
5kej_ligand.mol2,[H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H])C([H])([H])SC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C(=O)[O-]
5kh3_ligand.mol2,[H]c1c([H])c2c(c([H])c1Cl)N=C(C([H])([H])C([H])([H])C(=O)[O-])S2
5khm_ligand.mol2,[H]C1=C([H])C(N2C([H])([H])C([H])([H])C([H])(c3c([H])c([H])c(OC([H])([H])C([H])([H])[N@@+]4([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C(=O)[C@@]4([H])C([H])([H])[H])c([H])c3[H])C([H])([H])C2([H])[H])=NN2C(OC([H])([H])[H])=NN=C12
5kly_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=Nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])O[P@](=O)([O-])N([H])C([H])([H])C([H])([H])C1=C([H])N([H])c2c([H])c([H])c([H])c([H])c21
5km9_ligand.mol2,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=Nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H]
5kma_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=NC3=C2N([H])C(=[N+]([H])[H])N([H])C3=O)O[C@]1([H])C([H])([H])O[P@](=O)([O-])N([H])C([H])([H])C([H])([H])[H]
5ko1_ligand.mol2,[H]c1nc(C(=O)O[C@@]([H])(C(=O)N([H])c2c([H])c([H])c(F)c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c(N([H])[H])nc1[H]
5ko5_ligand.mol2,[H]C1=NC(=O)N([H])C(=[N+]([H])[H])C1([H])[H]
5kqx_ligand.mol2,[H]O[C@]([H])(C([H])([H])[N@+]1([H])C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[C@@]1([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)c1nc2c([H])c([H])c([H])c([H])c2c([H])c1[H])C([H])([H])C(=O)N([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
5kqy_ligand.mol2,[H]O[C@]([H])(C([H])([H])N(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])S(=O)(=O)c1c([H])c([H])c(N([H])[H])c([H])c1[H])[C@@]([H])(N([H])C(=O)O[C@@]1([H])C([H])([H])O[C@@]2([H])OC([H])=C([H])[C@]21[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
5kr0_ligand.mol2,[H]O[C@]([H])(C([H])([H])N(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])S(=O)(=O)c1c([H])c([H])c(N([H])[H])c([H])c1[H])[C@@]([H])(N([H])C(=O)O[C@]1([H])C([H])([H])OC([H])([H])C1([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
5kr1_ligand.mol2,[H]O[C@]([H])(C([H])([H])N(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])S(=O)(=O)c1c([H])c([H])c(N([H])[H])c([H])c1[H])[C@@]([H])(N([H])C(=O)O[C@@]1([H])C([H])([H])O[C@@]2([H])OC([H])=C([H])[C@]21[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
5kr2_ligand.mol2,[H]O[C@]([H])(C([H])([H])[N@+]1([H])C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[C@@]1([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)c1nc2c([H])c([H])c([H])c([H])c2c([H])c1[H])C([H])([H])C(=O)N([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
5kva_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=Nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])[S@@+](C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H]
5kz0_ligand.mol2,[H]C1=C(c2c([H])nc(N([H])[H])c(O[C@@]([H])(c3c([H])c(F)c([H])c([H])c3C(=O)N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])c2[H])C(C([H])([H])[H])=NN1C([H])([H])[H]
5l2s_ligand.mol2,[H]c1nc(N([H])c2nc([H])c(C([H])([H])[N@+]3([H])C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C3([H])[H])c([H])c2[H])nc(-c2c([H])c(F)c3c(c2[H])N(C([H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])=N3)c1F
5l30_ligand.mol2,[H]c1nc(N([H])[H])c2c([H])c([H])c(N([H])[C@@]3([H])C(=O)N(C([H])([H])[H])C([H])([H])c4c([H])c(c([H])c([H])c4C4(C5=NN=NN5[H])C([H])([H])C4([H])[H])N([H])C(=O)OC([H])([H])[C@]([H])(C([H])([H])[H])c4c([H])c([H])c3c([H])c4C([H])([H])[H])c([H])c2c1[H]
5l3a_ligand.mol2,[H]C1=NN([H])c2c([H])c([H])c([H])c(N([H])S(=O)(=O)C([H])([H])[H])c21
5l4i_ligand.mol2,[H]c1nc(N([H])c2c([H])c([H])c([H])c(Cl)c2C([H])([H])[H])c(C(=O)[O-])c([H])c1[H]
5l4j_ligand.mol2,[H]Oc1c([H])c([H])c(S(=O)(=O)c2c([H])c([H])c(O[H])c([H])c2[H])c([H])c1[H]
5l4m_ligand.mol2,[H]c1c(Cl)c(Cl)nc(OC([H])([H])C(=O)[O-])c1Cl
5l7e_ligand.mol2,[H]c1c([H])c([H])c(S(=O)(=O)N([H])C([H])([H])c2c([H])c([H])c(C3=C(C([H])([H])[H])ON=C3C([H])([H])[H])c([H])c2[H])c([H])c1[H]
5l7g_ligand.mol2,[H]c1c([H])c(F)c(F)c(OC([H])([H])C2=C(c3c([H])c([H])c(C([H])([H])N([H])S(=O)(=O)C4(C([H])([H])[H])C([H])([H])C4([H])[H])c([H])c3[H])C(C([H])([H])[H])=NO2)c1[H]
5l7h_ligand.mol2,[H]c1c([H])c2c([H])c(c1[H])C([H])([H])C([H])([H])C([H])([H])S(=O)(=O)N([H])C([H])([H])c1c([H])c([H])c(c([H])c1[H])C1=C(ON=C1C([H])([H])[H])C([H])([H])O2
5l8a_ligand.mol2,[H]OC([H])([H])C([H])([H])N1N=C(C(=O)N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C2=C1C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])c1c([H])c([H])c(OC([H])([H])[H])c3c([H])c([H])c([H])c([H])c13)C2([H])[H]
5l8c_ligand.mol2,[H]C1=C([H])C([H])([H])[C@@]2([H])C(=O)N(C([H])(C([H])([H])[H])C([H])([H])[H])N=C(c3c([H])c([H])c(OC([H])([H])[H])c(-c4c([H])c([H])c(C(=O)N([H])C([H])([H])C(=O)N([H])[H])c([H])c4[H])c3[H])[C@@]2([H])C1([H])[H]
5l8y_ligand.mol2,[H]OC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])N([H])C(=O)c1c([H])c([H])c(-c2c([H])c(C3=NN(C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C(=O)[C@]4([H])C([H])([H])C([H])=C([H])C([H])([H])[C@]34[H])c([H])c([H])c2OC([H])([H])[H])c([H])c1[H]
5l9g_ligand.mol2,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])[N+]([H])([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)N([H])[H]
5l9i_ligand.mol2,[H]O[C@]1(C([H])([H])[N+]([H])([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)N([H])[H])OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
5l9l_ligand.mol2,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])[N+]([H])([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)N([H])[H]
5l9o_ligand.mol2,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])[N+]([H])([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)N([H])[H]
5laq_ligand.mol2,[H]C1=C([H])C([H])([H])[C@@]2([H])C(=O)N(C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])N=C(c3c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])Oc4c([H])c([H])c(C5=NN=NN5[H])c([H])c4[H])c3[H])[C@@]2([H])C1([H])[H]
5ld8_ligand.mol2,[H]C1=NN(C([H])([H])[H])c2c([H])c(N([H])S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c21
5ldm_ligand.mol2,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=Nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[P+](=O)(=O)[O-])[C@]1([H])O[H]
5ldp_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=Nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])O[P@@](=O)([O-])O[P@](=O)([O-])O[P+](=O)(=O)[O-]
5lif_ligand.mol2,[H]c1c([H])c([H])c(C([H])([H])OC(=O)N([H])C([H])([H])[P@](=O)([O-])N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
5ljq_ligand.mol2,[H]C1=C(C([H])([H])Oc2c([H])c([H])c([H])c([H])c2[H])N=NN1c1c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c1[H]
5ljt_ligand.mol2,[H]C1=C(C([H])([H])Oc2c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c2[H])N=NN1c1c([H])c([H])c([H])c([H])c1[H]
5llc_ligand.mol2,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])S(=O)(=O)c2c(F)c(F)c(S(=O)(=O)N([H])[H])c(F)c2N([H])C([H])([H])[H])c([H])c1[H]
5lle_ligand.mol2,[H]N([H])S(=O)(=O)c1c(F)c(F)c(N([H])[C@]23C([H])([H])[C@@]4([H])C([H])([H])[C@]([H])(C([H])([H])[C@]([H])(C4([H])[H])C2([H])[H])C3([H])[H])c(F)c1F
5llg_ligand.mol2,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1SC([H])([H])C([H])([H])C([H])([H])[H]
5llh_ligand.mol2,[H]c1c([H])c([H])c2c(c1[H])N=C(Sc1c(F)c(F)c(S(=O)(=O)N([H])[H])c(F)c1F)S2
5lli_ligand.mol2,[H]O[C@@]1([H])C([H])([H])N(C(=O)[C@@]([H])(N([H])C(=O)C2(C#N)C([H])([H])C2([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])(C(=O)N([H])C([H])([H])c2c([H])c([H])c(C3=C(C([H])([H])[H])N=C([H])S3)c([H])c2[H])C1([H])[H]
5llo_ligand.mol2,[H]OC([H])([H])C([H])([H])S(=O)(=O)c1c(F)c(F)c(S(=O)(=O)N([H])[H])c(F)c1N([H])[C@]1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])C1([H])[H]
5llp_ligand.mol2,[H]OC([H])([H])C([H])([H])S(=O)(=O)c1c(F)c(F)c(S(=O)(=O)N([H])[H])c(F)c1N([H])[C@]1([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])C([H])([H])C1([H])[H]
5lne_ligand.mol2,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[C@@]2([H])[C@@]([H])(O[H])[C@@]([H])(C([H])([H])O[H])O[C@]([H])(O[H])[C@]2([H])N([H])C(=O)C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
5lny_ligand.mol2,[H]Oc1c([H])c2c(c([H])c1C(=O)N(c1c([H])c([H])c(N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c1[H])C([H])([H])[H])C(C(=O)N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])=NN2[H]
5lom_ligand.mol2,[H]O[C@]1(C([H])([H])[N+]([H])([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)N([H])[H])OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
5lsg_ligand.mol2,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])[C@]2([H])C([H])([H])C([H])([H])[C@@]2([H])[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]3(C(=O)[O-])C([H])([H])C([H])([H])[C@@]([H])(C(=C([H])[H])C([H])([H])[H])[C@@]32[H])C1(C([H])([H])[H])C([H])([H])[H]
5lsh_ligand.mol2,[H]OC([H])([H])[C@@]([H])(O[H])[C@]1([H])O[C@@]([H])(OC([H])([H])C([H])([H])C([H])([H])[H])[C@]([H])(O[H])[C@@]1([H])O[C@@]1([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@]([H])(O[H])C([H])([H])O[H])[C@]([H])(O[C@@]3([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H])[C@@]2([H])O[H])[C@@]1([H])O[H]
5lso_ligand.mol2,[H]OC([H])([H])[C@@]1([H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C2=C([H])N([H])c3c([H])c([H])c([H])c([H])c32)C(=O)N([H])[C@@]([H])(C([H])([H])C(=O)[O-])C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])([N+]([H])([H])[H])C(=O)N1[H]
5ltn_ligand.mol2,[H]c1c([H])c([H])c(C(=O)C([H])([H])C(=O)C(=O)[O-])c([H])c1[H]
5lud_ligand.mol2,[H]c1nc(N([H])[H])c(N([H])[H])c([H])c1[H]
5lvd_ligand.mol2,[H]OC([H])([H])[C@@]([H])(C(=O)N([H])[H])N([H])[P@@](=O)([O-])C([H])([H])N([H])C(=O)OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
5lvl_ligand.mol2,[H]c1c([H])c([H])c2c(c1[H])C(=O)c1c([H])c([H])c([H])c3c1=C2N([H])N=3
5lvq_ligand.mol2,[H]c1c([H])c([H])c(C(=O)N([H])C([H])([H])[H])c(OC2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c1[H]
5lvr_ligand.mol2,[H]c1c([H])c([H])c(N2N=C(C(=O)N([H])[H])C(C([H])([H])[H])=N2)c([H])c1[H]
5lwd_ligand.mol2,[H]c1c([H])c([H])c(C([H])([H])OC(=O)N([H])C([H])([H])[P@](=O)([O-])N([H])[C@]([H])(C(=O)N([H])C([H])([H])C(=O)N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
5lwm_ligand.mol2,[H]C1=C(C2=Nc3c([H])nc4c(c3N2C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])=C([H])N4[H])OC(C([H])([H])C([H])(C#N)C(=O)N(C([H])([H])[H])C([H])([H])[H])=C1[H]
5lyn_ligand.mol2,[H]O[C@]([H])(C([H])([H])[H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])C(=O)[O-])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-])C([H])(C([H])([H])[H])C([H])([H])[H])N([H])C(=O)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[N+]1([H])[H]
5lyr_ligand.mol2,[H]OC([H])([H])[C@@]1([H])C([H])([H])[N+]([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[C@@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]2([H])O[H])[C@]1([H])O[H]
5lz4_ligand.mol2,[H]c1c([H])c(OC([H])([H])C([H])([H])N2C(=O)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C2([H])[H])c([H])c(C#N)c1F
5lz5_ligand.mol2,[H]c1c([H])c([H])c([C@]2(C([H])([H])[H])C([H])([H])C(=O)N(C([H])([H])C([H])([H])Oc3c([H])c([H])c(F)c(C#N)c3[H])C2([H])[H])c([H])c1[H]
5lz7_ligand.mol2,[H]c1c([H])c([H])c([C@@]2(C([H])([H])[H])C([H])([H])C(=O)N(C([H])([H])C([H])([H])Oc3c([H])c([H])c(F)c(C#N)c3[H])C2([H])[H])c([H])c1[H]
5m04_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=NC3=C2N([H])C(=[N+]([H])[H])N([H])C3=O)O[C@]1([H])C([H])([H])O[P@@](=O)([O-])O[P+](=O)(=O)[O-]
5m17_ligand.mol2,[H]OC([H])([H])[C@@]1([H])OC([H])([H])C([H])([H])[C@@]([H])(O[C@@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]2([H])O[H])[C@]1([H])O[H]
5m23_ligand.mol2,[H]OC([H])([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])C([H])([H])c1c([H])c([H])c(N=Nc2c([H])c([H])c(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c1[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C([H])([H])[H])[N+]([H])([H])[H]
5m25_ligand.mol2,[H]OC([H])([H])c1c([H])c([H])c(N([H])N([H])c2c([H])c([H])c(C([H])([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(C([H])([H])O[H])[N+]([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c1[H]
5m28_ligand.mol2,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[C@@]2([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[C@@]3([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])O[C@]3([H])C([H])([H])O[H])O[C@]2([H])C([H])([H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
5m5d_ligand.mol2,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[C@]2([H])C([H])=C([H])O[C@]([H])(C([H])([H])O[H])[C@@]2([H])O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
5m77_ligand.mol2,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(SC([H])([H])[C@@]2([H])O[C@]([H])(SC([H])([H])[C@@]3([H])C([H])([H])[N+]([H])([H])C([H])([H])[C@@]([H])(O[H])[C@]3([H])O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]2([H])O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
5m7s_ligand.mol2,[H]OC([H])([H])[C@@]1([H])O[C@]2([H])SC(=NC([H])([H])C([H])([H])[H])N([H])[C@]2([H])[C@@]([H])(O[H])[C@]1([H])O[H]
5m7u_ligand.mol2,[H]OC([H])([H])[C@]1([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(C([H])([H])C(=O)N([H])C([H])([H])[H])[N@+]1([H])C([H])([H])C([H])([H])C([H])([H])c1c([H])c([H])c([H])c(C(F)(F)F)c1[H]
5m9w_ligand.mol2,[H]c1c([H])c([H])c(C([H])([H])OC(=O)N([H])C([H])([H])[P@@](=O)([O-])N([H])C([H])([H])C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
5ma7_ligand.mol2,[H]c1c([H])c([H])c(C([H])([H])OC(=O)N([H])C([H])([H])[P@@](=O)([O-])N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[N+]([H])([H])[H])c([H])c1[H]
5mby_ligand.mol2,[H]C1([H])C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])C1([H])[H]
5meh_ligand.mol2,[H]OC([H])([H])[C@]1([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])[N+]1([H])[H]
5mek_ligand.mol2,[H]O[C@]1([H])[C@]([H])(O[P+](=O)(=O)[O-])[C@@]([H])(C([H])([H])O[P+](=O)(=O)[O-])O[C@@]1([H])N1C([H])=Nc2c(N([H])[H])nc([H])nc21
5mes_ligand.mol2,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])c2c([H])c(C([H])([H])[C@@]3([H])N([H])C(=O)C([H])([H])N4C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[C@]([H])(C([H])([H])c5c([H])c([H])c(Cl)c([H])c5[H])[N+]([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C(=O)C3([H])[H])C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c34)c([H])c([H])c2Cl)c([H])c1[H]
5mg2_ligand.mol2,[H]OC([H])([H])C([H])([H])C([H])([H])c1c([H])c([H])c2c3c(c([H])c([H])c([H])c13)C(=O)N(c1c([H])c3c(c([H])c1C([H])([H])[H])N(C([H])([H])[H])C(=O)N3C([H])([H])[H])C2=O
5mge_ligand.mol2,[H]C1([H])C(=O)N(C([H])([H])[H])C([H])([H])C(C(=O)OC([H])([H])C([H])([H])[H])=C1Cl
5mgf_ligand.mol2,[H]C1=C(C(=O)OC([H])([H])[H])N([H])C([H])=C1C(=O)C([H])([H])C([H])([H])[H]
5mgj_ligand.mol2,[H]C1([H])C(=O)N(C([H])([H])[H])C([H])([H])C(C(=O)OC([H])([H])C([H])([H])[H])=C1Cl
5mgk_ligand.mol2,[H]C1=C(C(=O)OC([H])([H])[H])N([H])C([H])=C1C(=O)C([H])([H])C([H])([H])[H]
5mjn_ligand.mol2,[H]C1=C(SC([H])([H])c2c([H])c([H])c(Cl)c([H])c2[H])SC(S(=O)(=O)N([H])[H])C1([H])[H]
5mkr_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C(N([H])C([H])([H])c3c([H])c([H])c(Cl)c([H])c3[H])=Nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])C([H])([H])C([H])([H])OC(=O)C([H])=C([H])[H]
5mks_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C(N([H])C([H])([H])c3c([H])c([H])c(Cl)c([H])c3[H])=Nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H]
5mlj_ligand.mol2,[H]C1=NN(C([H])([H])[H])C(=O)C([H])(Br)C1=N[C@]1([H])C([H])([H])[C@]([H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[N@+]([H])(C([H])([H])[H])C1([H])[H]
5mme_ligand.mol2,[H]c1c([H])c(C(=O)C([H])([H])[H])c([H])c(N([H])c2c([H])c(C(=O)OC([H])([H])[H])c([H])c(C(=O)OC([H])([H])[H])c2[H])c1OC([H])([H])C([H])([H])[H]
5mmg_ligand.mol2,[H]C1=C([H])N(S(=O)(=O)C([H])([H])[H])c2c([H])c(N([H])c3c([H])c(C(=O)C([H])([H])[H])c([H])c([H])c3OC([H])([H])C([H])([H])[H])c([H])c([H])c21
5mn1_ligand.mol2,[H]c1nc(N([H])[H])c([H])c([H])c1[H]
5mnn_ligand.mol2,[H]N([H])C(N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])=[N+]([H])[H]
